"provided","standard"
"BC","BC"
"Ontario","Ontario"
"Quebec","Quebec"
"Alberta","Alberta"
"Manitoba","Manitoba"
"NL","NL"
"Saskatchewan","Saskatchewan"
"Nova Scotia","Nova Scotia"
