"provided","standard"
"Vancouver Coastal",NA
"Simcoe Muskoka",NA
"Fraser",NA
"Lanaudière",NA
"Halton",NA
"Edmonton",NA
"York",NA
"Toronto",NA
"Haliburton Kawartha Pineridge",NA
"Durham",NA
"Calgary",NA
"Hamilton",NA
"Niagara",NA
"Estrie",NA
"Bas-Saint-Laurent",NA
"Ottawa",NA
"Montréal",NA
"Laurentides",NA
"Winnipeg",NA
"Mauricie",NA
"Laval",NA
"Abitibi-Témiscamingue",NA
"Middlesex-London",NA
"Renfrew",NA
"Lambton",NA
"Eastern",NA
"Capitale-Nationale",NA
"Not Reported",NA
"North",NA
"Haldimand-Norfolk",NA
"Huron Perth",NA
"Peel",NA
"Southwestern",NA
"Leeds Grenville and Lanark",NA
"Hastings Prince Edward",NA
"Windsor-Essex",NA
"Waterloo",NA
"Brant",NA
"Sudbury",NA
"Wellington Dufferin Guelph",NA
"Island",NA
"Montérégie",NA
"Porcupine",NA
"Chatham-Kent",NA
"Central",NA
"Chaudière-Appalaches",NA
"Gaspésie-Îles-de-la-Madeleine",NA
"Zone 3 - Eastern",NA
"Regina",NA
"Saguenay",NA
"Peterborough",NA
"Zone 4 - Central",NA
"Interior",NA
"Prairie Mountain",NA
"Outaouais",NA
"South",NA
"Zone 1 - Western",NA
"Thunder Bay",NA
