"provided","standard"
"Ontario","Ontario"
"BC","BC"
"Quebec","Quebec"
"Alberta","Alberta"
"Saskatchewan","Saskatchewan"
"Manitoba","Manitoba"
"New Brunswick","New Brunswick"
"PEI","PEI"
"NL","NL"
"Repatriated","Repatriated"
"Nova Scotia","Nova Scotia"
"NWT","NWT"
"Yukon","Yukon"
