case_count,clinical_finding,date,state,positive,negative,pending,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,dataqualitygrade,lastupdateet,hash,datechecked,death,hospitalized,total,totaltestresults,posneg,fips,hospitalizedincrease,negativeincrease,totaltestresultsincrease
3110,positiveincrease,2020-04-28,NY,295106,549888,,12645,64318,,,,,51673,B,2020-04-28 00:00:00,4d41e4e4ab0e18c4bd5a7b73cba1e8cd3bd45cd7,2020-04-28 20:00:00,17638,64318,844994,844994,844994,36,748,15789,18899
429,positiveincrease,2020-04-28,OH,16128,106578,,,3340,,1004,,,,B,2020-04-28 14:00:00,af6494aa5297754f15437e9938a44a4d5dfd2744,2020-04-28 20:00:00,799,3340,122706,122706,122706,39,108,2886,3315
130,positiveincrease,2020-04-28,OK,3410,56289,,288,656,118,,,,2260,A,2020-04-28 00:00:00,7b8fca66bf26cbd7938a59cd75a6ed3f211ffd97,2020-04-28 20:00:00,207,656,59699,59699,59699,40,0,6398,6528
0,positiveincrease,2020-04-28,OR,2354,48844,,249,554,71,,31,,,B,2020-04-27 11:00:00,975d629f7d489958d8f5c0fbbad6f133f0a2377a,2020-04-28 20:00:00,92,554,51198,51198,51198,41,0,0,0
1214,positiveincrease,2020-04-28,PA,43264,165824,,2781,,,,616,,,B,2020-04-28 00:00:00,f811945572c641bdaf4ebcd2870a333c0beb8a45,2020-04-28 20:00:00,1716,,209088,209088,209088,42,0,4452,5666
11,positiveincrease,2020-04-28,PR,1400,9313,1940,,,,,,,,D,2020-04-28 06:30:00,637eb58d1688ac31798d4050ff695a985ef84510,2020-04-28 20:00:00,86,,12653,10713,10713,72,0,0,11
218,positiveincrease,2020-04-28,RI,7926,49767,,266,732,84,,55,,466,A+,2020-04-28 00:00:00,baa5b45b6668f88e2586655f76b3a65597f477f0,2020-04-28 20:00:00,239,732,57693,57693,57693,44,14,1590,1808
123,positiveincrease,2020-04-28,SC,5613,46532,,,944,,,,,2830,B,2020-04-27 16:30:00,8612f696e380990e756d91a66f7cd37bff4f41f4,2020-04-28 20:00:00,177,944,52145,52145,52145,45,0,1261,1384
68,positiveincrease,2020-04-28,SD,2313,14299,,69,157,,,,,1392,C,2020-04-27 18:00:00,50107de0934aea54a97d291ea9f21d70150fdc8f,2020-04-28 20:00:00,11,157,16612,16612,16612,46,7,169,237
134,positiveincrease,2020-04-28,TN,10052,151876,,,894,,,,,4921,B,2020-04-28 15:00:00,d80a2665013880eddb424f1e4c3038c1fc3888c2,2020-04-28 20:00:00,188,894,161928,161928,161928,47,57,7392,7526
874,positiveincrease,2020-04-28,TX,26171,274213,,1682,,,,,,11786,B,2020-04-28 13:00:00,2593f001bb55c0370b076f6a6bafcb8e88a02d1c,2020-04-28 20:00:00,690,,300384,300384,300384,48,0,8993,9867
110,positiveincrease,2020-04-28,UT,4343,98096,,,370,,,,,1704,C,2020-04-28 15:00:00,e7707887ca27628920261ab7e669b48d44f49ca3,2020-04-28 20:00:00,45,370,102439,102439,102439,49,21,2134,2244
804,positiveincrease,2020-04-28,VA,14339,68959,560,1508,3422,376,,217,,1914,B,2020-04-27 17:00:00,e0223aaa34684856cf8949ac7fbedb68eba52f52,2020-04-28 20:00:00,492,3422,83858,83298,83298,51,124,1815,2619
0,positiveincrease,2020-04-28,VI,59,719,57,,,,,,,51,D,2020-04-27 00:00:00,256b92a959d4deb33953316182889df376b93d25,2020-04-28 20:00:00,4,,835,778,778,78,0,3,3
7,positiveincrease,2020-04-28,VT,862,14353,,29,,,,,,,C,2020-04-28 10:42:00,dce452619bd21f2d5ea03cde25d815c71b66cc43,2020-04-28 20:00:00,47,,15215,15215,15215,50,0,135,142
279,positiveincrease,2020-04-28,WA,14824,186972,,436,,158,,,,,B,2020-04-28 00:00:00,34e56814c2e3d1b3bba726c057e72c9f5bb7bf82,2020-04-28 20:00:00,765,,201796,201796,201796,53,0,6468,6747
208,positiveincrease,2020-04-28,WI,6289,63535,193,544,1456,123,363,,,,A,2020-04-28 16:00:00,ebdbd94cbca038257307191c0eeb04110562792c,2020-04-28 20:00:00,300,1456,70017,69824,69824,55,41,2224,2432
16,positiveincrease,2020-04-28,WV,1079,41976,,87,,28,,15,,481,B,2020-04-28 10:00:00,7364000017e275bd2733c2d318a11bbe1d035e37,2020-04-28 20:00:00,37,,43055,43055,43055,54,0,0,16
19,positiveincrease,2020-04-28,WY,389,8226,,16,56,,,,,343,C,2020-04-27 17:05:00,32fd1e90fd2b78819993ee6a4b36ad7e6336aea8,2020-04-28 20:00:00,7,56,8615,8615,8615,56,2,429,448
4,positiveincrease,2020-04-27,AK,345,15911,,10,,,,,,218,B,2020-04-27 14:00:00,ab6f56eba38b18bcc3341eb287c25d592ea68221,2020-04-27 20:00:00,9,,16256,16256,16256,2,0,75,79
229,positiveincrease,2020-04-27,AL,6499,67498,,,872,,335,,195,,B,2020-04-27 00:00:00,49ba2fb8808f98fd06f2360780cfc6e3d8114b98,2020-04-27 20:00:00,222,872,73997,73997,73997,1,27,217,446
76,positiveincrease,2020-04-27,AR,3017,37440,,109,,,,25,,987,B,2020-04-27 15:00:00,dce758e653f27f19342ba3825057e9f5478a9df1,2020-04-27 20:00:00,50,,40457,40457,40457,5,0,912,988
0,positiveincrease,2020-04-27,AS,0,3,17,,,,,,,,F,2020-04-19 00:00:00,ebceb244ccfbf625faa066632fcdd5d7f29bc771,2020-04-27 20:00:00,0,,20,3,3,60,0,0,0
190,positiveincrease,2020-04-27,AZ,6716,59827,,647,1051,328,,200,,1418,A+,2020-04-27 00:00:00,7489872122608a89b314a96765267aa7e407c7ed,2020-04-27 20:00:00,275,1051,66543,66543,66543,4,14,1542,1732
1300,positiveincrease,2020-04-27,CA,43464,509945,,4878,,1499,,,,,B,2020-04-27 00:00:00,b1b0155f48709638589ad99f4d07c55fca0a3df5,2020-04-27 20:00:00,1755,,553409,553409,553409,6,0,26025,27325
473,positiveincrease,2020-04-27,CO,13441,49833,,1007,2438,,,,,2150,B,2020-04-25 00:00:00,b5fa9e78da34e3bd4849338fe732374f4fe12712,2020-04-27 20:00:00,680,2438,63274,63274,63274,8,28,3010,3483
0,positiveincrease,2020-04-27,CT,25269,54542,,1758,,,,,,,C,2020-04-27 16:27:00,f4a6ec8077a1d07c3ade574b8d0045a4931e7bc4,2020-04-27 20:00:00,1998,,79811,79811,79811,9,0,0,0
51,positiveincrease,2020-04-27,DC,3892,14524,,402,,,,,,659,B,2020-04-26 00:00:00,e6b252c745b17caf678e2e59fcd07f73651d7d89,2020-04-27 20:00:00,185,,18416,18416,18416,11,0,297,348
128,positiveincrease,2020-04-27,DE,4162,15454,,325,,,,,,996,B,2020-04-26 18:00:00,7c0c9f3006c8b512f7a87253cfa6d7e070d9d89a,2020-04-27 20:00:00,125,,19616,19616,19616,10,0,239,367
610,positiveincrease,2020-04-27,FL,32138,324325,1099,,5211,,,,,,C,2020-04-27 09:24:00,eb1119517a71b9f39d65a5a34dafb0d44f34fd49,2020-04-27 20:00:00,1101,5211,357562,356463,356463,12,56,11240,11850
512,positiveincrease,2020-04-27,GA,23913,103256,,,4681,,1057,,,,B,2020-04-27 11:27:00,0b82dc3da58580f56a1b2647cd08a26187d5f923,2020-04-27 20:00:00,971,4681,127169,127169,127169,13,322,3434,3946
3,positiveincrease,2020-04-27,GU,144,1424,,3,,,,,,128,D,2020-04-27 07:20:00,2dc9a261ba95591176bb67c89d5d7fec877fccc3,2020-04-27 20:00:00,5,,1568,1568,1568,66,0,37,40
3,positiveincrease,2020-04-27,HI,606,28404,,,68,,,,,488,C,2020-04-26 18:00:00,45abf37754b3a5dffb72a5a7c7b7020ae5f80b24,2020-04-27 20:00:00,14,68,29010,29010,29010,15,0,524,527
392,positiveincrease,2020-04-27,IA,5868,32282,,300,,100,,58,,2021,B,2020-04-25 12:00:00,387caee8d3c8cc763e5e4a14bc8e83180b58bf16,2020-04-27 20:00:00,127,,38150,38150,38150,19,0,1668,2060
10,positiveincrease,2020-04-27,ID,1897,17998,,,169,,71,,,983,C,2020-04-26 19:00:00,b5f8d2f6c34cf96c4d51c7cd3cc12fd5c5b9a503,2020-04-27 20:00:00,56,169,19895,19895,19895,16,0,320,330
1980,positiveincrease,2020-04-27,IL,45883,181745,,4672,,1249,,763,,,A,2020-04-27 00:00:00,e8d34a183eff93424946852aacef72a146df70c0,2020-04-27 20:00:00,1983,,227628,227628,227628,17,0,10696,12676
949,positiveincrease,2020-04-27,IN,15961,68515,,1493,,581,,284,,,B,2020-04-26 23:59:00,2b107c01dadcfbf22816c5a3faa3f5a20a4aa267,2020-04-27 20:00:00,844,,84476,84476,84476,18,0,1819,2768
154,positiveincrease,2020-04-27,KS,3328,23839,,,496,,,,,,C,2020-04-26 11:00:00,53a2430f9d6221057685156e56cfa9b29ea9d725,2020-04-27 20:00:00,120,496,27167,27167,27167,20,11,786,940
169,positiveincrease,2020-04-27,KY,4074,44400,,308,1274,166,608,,,1511,A,2020-04-26 17:00:00,bfde663eda37d669e7d9ba1eb67b43fde2f4a6c1,2020-04-27 20:00:00,208,1274,48474,48474,48474,21,8,1747,1916
295,positiveincrease,2020-04-27,LA,27068,119921,,1683,,,,262,,17303,B,2020-04-27 13:00:00,73cc56a93adf3be56864c8b48206b5399898529e,2020-04-27 20:00:00,1697,,146989,146989,146989,22,0,3658,3953
1524,positiveincrease,2020-04-27,MA,56462,188425,,3892,5237,1089,,,,,B,2020-04-27 16:00:00,fb18ae5a100535fb7ee61c53b6423cd43613f1d9,2020-04-27 20:00:00,3003,5237,244887,244887,244887,25,133,7263,8787
906,positiveincrease,2020-04-27,MD,19487,85489,,1513,4101,535,,,,1263,A,2020-04-27 10:00:00,b73a7a706bf12620657b80b6afde0cee3128e02f,2020-04-27 20:00:00,945,4101,104976,104976,104976,24,139,7405,8311
8,positiveincrease,2020-04-27,ME,1023,16784,,39,161,16,,7,,549,B,2020-04-27 11:15:00,fef5dd04756543794c11d0acd7f45db7c409fa41,2020-04-27 20:00:00,51,161,17807,17807,17807,23,2,0,8
432,positiveincrease,2020-04-27,MI,38210,119550,,2667,,1059,,832,,8342,A+,2020-04-27 11:00:00,dec324880d5323c316ea1e785a28e18c56bb1b6a,2020-04-27 20:00:00,3407,,157760,157760,157760,26,0,6322,6754
214,positiveincrease,2020-04-27,MN,3816,57452,,292,861,122,316,,,1556,A,2020-04-26 17:00:00,057bb569f80b1d9ec9a17586d374e757533183e3,2020-04-27 20:00:00,286,861,61268,61268,61268,27,32,2067,2281
174,positiveincrease,2020-04-27,MO,7171,63935,,679,,,,109,,,B,2020-04-27 15:00:00,eafa29e3b6343ea6102706b1d36bf5e594909c41,2020-04-27 20:00:00,288,,71106,71106,71106,29,0,1184,1358
0,positiveincrease,2020-04-27,MP,14,51,,,,,,,,11,D,2020-04-27 00:00:00,d33319cc0c917cf64d655bb8654ce9bf02e9b4a1,2020-04-27 20:00:00,2,,65,65,65,69,0,0,0
183,positiveincrease,2020-04-27,MS,6094,57368,,590,1060,142,,71,,,B,2020-04-26 19:00:00,578126a119e5c74556d9be8eb706ba157fb4db2e,2020-04-27 20:00:00,229,1060,63462,63462,63462,28,59,2491,2674
1,positiveincrease,2020-04-27,MT,449,12584,,11,61,,,,,352,C,2020-04-27 00:00:00,4a1f2762f9240a017c2311cabf8d4ac86b37e66c,2020-04-27 20:00:00,14,61,13033,13033,13033,30,0,170,171
312,positiveincrease,2020-04-27,NC,9142,100778,,473,,,,,,,B,2020-04-27 10:20:00,0807ba3c14d6e11d839eec0eb2eebd7618fb86ea,2020-04-27 20:00:00,306,,109920,109920,109920,37,0,1714,2026
75,positiveincrease,2020-04-27,ND,942,21492,,23,77,,,,,350,C,2020-04-27 13:00:00,5c52b8288bf66fd5f5072095b5180a09e85d1468,2020-04-27 20:00:00,19,77,22434,22434,22434,38,6,1642,1717
296,positiveincrease,2020-04-27,NE,3028,19335,,,,,,,,,D,2020-04-26 19:45:00,8914914a0bc0de8a9c58080c8d47e30f51ff3ed4,2020-04-27 20:00:00,56,,22363,22363,22363,31,0,839,1135
77,positiveincrease,2020-04-27,NH,1864,17860,270,101,242,,,,,779,C,2020-04-26 09:00:00,9b35756d7c5b2e599e4f7e64f52108d8c98a6e19,2020-04-27 20:00:00,60,242,19994,19724,19724,33,4,896,973
2150,positiveincrease,2020-04-27,NJ,111188,116587,,6407,,1801,,1303,,,A,2020-04-26 11:00:00,704e9323b878b2df6db0823fc632101b88cae418,2020-04-27 20:00:00,6044,,227775,227775,227775,34,0,2481,4631
66,positiveincrease,2020-04-27,NM,2726,53889,,148,412,,,,,650,C,2020-04-26 18:01:00,e714ae8df918ace6971c3fba0dd1c100669f8e54,2020-04-27 20:00:00,99,412,56615,56615,56615,35,0,2814,2880
88,positiveincrease,2020-04-27,NV,4690,34123,,,,,,,,,F,2020-04-27 10:00:00,9018e40618c5d0a50a53a84027eb5c7826214236,2020-04-27 20:00:00,206,,38813,38813,38813,32,0,539,627
3951,positiveincrease,2020-04-27,NY,291996,534099,,12819,63570,,,,,50751,B,2020-04-27 00:00:00,e621daf236a826a05dc95cfe924c35dd3884df10,2020-04-27 20:00:00,17303,63570,826095,826095,826095,36,1044,16794,20745
-264,positiveincrease,2020-04-27,OH,15699,103692,,,3232,,978,,,,B,2020-04-27 14:00:00,6ea2bcb1f783f2ebf94b4c4e16ca1452358ebbf8,2020-04-27 20:00:00,753,3232,119391,119391,119391,39,54,3269,3005
27,positiveincrease,2020-04-27,OK,3280,49891,,306,656,150,,,,2167,A,2020-04-27 00:00:00,ff89cc50daee75852767d41a04b6d94bbee733a2,2020-04-27 20:00:00,197,656,53171,53171,53171,40,3,0,27
43,positiveincrease,2020-04-27,OR,2354,48844,,249,554,71,,31,,,B,2020-04-27 11:00:00,fc5f62088c26c2b10f541913c441307b868c9ea3,2020-04-27 20:00:00,92,554,51198,51198,51198,41,8,2191,2234
885,positiveincrease,2020-04-27,PA,42050,161372,,2800,,,,629,,,B,2020-04-27 12:00:00,92d39ffc2dfac4117f9f8cfaeffe635abc400174,2020-04-27 20:00:00,1597,,203422,203422,203422,42,0,3944,4829
18,positiveincrease,2020-04-27,PR,1389,9313,1940,,,,,,,,D,2020-04-27 06:00:00,d5049f94e056131d76cd97012700969fa8b77035,2020-04-27 20:00:00,84,,12642,10702,10702,72,0,0,18
269,positiveincrease,2020-04-27,RI,7708,48177,,266,718,81,,56,,452,A+,2020-04-27 00:00:00,666db3886a7c98e76c33227742708546eed642c8,2020-04-27 20:00:00,233,718,55885,55885,55885,44,27,2213,2482
0,positiveincrease,2020-04-27,SC,5490,45271,,,944,,,,,3701,B,2020-04-26 15:30:00,df361784e562bc68884111e99f5f2faa4e2a272c,2020-04-27 20:00:00,174,944,50761,50761,50761,45,0,0,0
33,positiveincrease,2020-04-27,SD,2245,14130,,61,150,,,,,1316,C,2020-04-26 18:00:00,e02d7ff19b7d8df322ebad547d788d1cbf7b204c,2020-04-27 20:00:00,11,150,16375,16375,16375,46,15,68,101
251,positiveincrease,2020-04-27,TN,9918,144484,,,837,,,,,4720,B,2020-04-27 15:00:00,63282b3d508ae3ed46da50f1f1096c5e9f5011b8,2020-04-27 20:00:00,184,837,154402,154402,154402,47,9,5930,6181
666,positiveincrease,2020-04-27,TX,25297,265220,,1563,,,,,,11170,B,2020-04-27 13:10:00,71e0a846ca395cb44d760afda797d76a58c2e3b6,2020-04-27 20:00:00,663,,290517,290517,290517,48,0,13830,14496
110,positiveincrease,2020-04-27,UT,4233,95962,,,349,,,,,1641,C,2020-04-27 15:00:00,1e55f271d9dda64f90be344064c40abb35d1892e,2020-04-27 20:00:00,41,349,100195,100195,100195,49,4,4383,4493
565,positiveincrease,2020-04-27,VA,13535,67144,542,1455,3298,389,,217,,1843,B,2020-04-27 00:00:00,7a56898bef7129127db55002d636c8093d3f4e25,2020-04-27 20:00:00,458,3298,81221,80679,80679,51,1284,3514,4079
2,positiveincrease,2020-04-27,VI,59,716,5,,,,,,,51,D,2020-04-26 00:00:00,0d67c46a3e9f235ea3e072cb9cbed8c4c45e8a72,2020-04-27 20:00:00,4,,780,775,775,78,0,16,18
4,positiveincrease,2020-04-27,VT,855,14218,,33,,,,,,,C,2020-04-27 00:00:00,e174f488ebde01d7e8e3934fa00a9a8c6fc01ef4,2020-04-27 20:00:00,47,,15073,15073,15073,50,0,272,276
350,positiveincrease,2020-04-27,WA,14545,180504,,536,,115,,,,,B,2020-04-27 00:00:00,c5aefde87ed0aa0500d2d356ea4e391163dee99b,2020-04-27 20:00:00,749,,195049,195049,195049,53,0,6602,6952
170,positiveincrease,2020-04-27,WI,6081,61311,204,337,1415,124,355,,,,A,2020-04-27 16:00:00,64457017e0711d8850db8d377af8379686e83b6a,2020-04-27 20:00:00,281,1415,67596,67392,67392,55,18,2076,2246
19,positiveincrease,2020-04-27,WV,1063,41976,,100,,38,,20,,455,B,2020-04-27 10:00:00,2d3df91e2ec20c6037da629decf047dc927d14ab,2020-04-27 20:00:00,36,,43039,43039,43039,54,0,3957,3976
8,positiveincrease,2020-04-27,WY,370,7797,,16,54,,,,,342,C,2020-04-26 13:58:00,b0656b07fd36d968f45aaa525a29fbabde94a283,2020-04-27 20:00:00,7,54,8167,8167,8167,56,0,0,8
2,positiveincrease,2020-04-26,AK,341,15836,,14,,,,,,217,B,2020-04-26 14:15:00,6ab39d2fb1ad164eea6affb92618298dbc12ec44,2020-04-26 20:00:00,9,,16177,16177,16177,2,0,443,445
133,positiveincrease,2020-04-26,AL,6270,67281,,,845,,288,,170,,B,2020-04-26 00:00:00,ed9e3ee360ef06edeecadca62135cb70d5ae7912,2020-04-26 20:00:00,216,845,73551,73551,73551,1,6,2074,2207
112,positiveincrease,2020-04-26,AR,2941,36528,,104,291,,,25,57,985,B,2020-04-26 10:00:00,7c51b6bf39bd410bbd059f354066029e902ff7fd,2020-04-26 20:00:00,49,291,39469,39469,39469,5,0,1304,1416
0,positiveincrease,2020-04-26,AS,0,3,17,,,,,,,,F,2020-04-19 00:00:00,334e80fba6f5a0cd329ee24e0dc587dc60182997,2020-04-26 20:00:00,0,,20,3,3,60,0,0,0
246,positiveincrease,2020-04-26,AZ,6526,58285,,671,1037,308,,200,,1383,A+,2020-04-26 00:00:00,32cd8f42b9b3f32ea2a0ff4c62cc460439796098,2020-04-26 20:00:00,275,1037,64811,64811,64811,4,15,2057,2303
1027,positiveincrease,2020-04-26,CA,42164,483920,,4928,,1473,,,,,B,2020-04-25 00:00:00,b0772bea60b2d5bc5065af016fdbf08514b9dcbf,2020-04-26 20:00:00,1710,,526084,526084,526084,6,0,19022,20049
712,positiveincrease,2020-04-26,CO,12968,46823,,1046,2410,,,,,2150,B,2020-04-24 00:00:00,9d457e955bae2d92d5bb2c7f411e8d2bd88edf60,2020-04-26 20:00:00,672,2410,59791,59791,59791,8,44,2290,3002
687,positiveincrease,2020-04-26,CT,25269,54542,,1766,,,,,,,C,2020-04-26 16:00:00,bbd0be3d6ad3c54f60bdb25b13a88098ca461e8d,2020-04-26 20:00:00,1924,,79811,79811,79811,9,0,1522,2209
142,positiveincrease,2020-04-26,DC,3841,14227,,402,,120,,69,,657,B,2020-04-25 00:00:00,26b6797faf44f1e75d80bbcdc7ebc01e585e4d9a,2020-04-26 20:00:00,178,,18068,18068,18068,11,0,624,766
458,positiveincrease,2020-04-26,DE,4034,15215,,317,,,,,,911,B,2020-04-25 18:00:00,752ca8e42f55771aa973d3896d1fb0c89663f169,2020-04-26 20:00:00,120,,19249,19249,19249,10,0,1093,1551
689,positiveincrease,2020-04-26,FL,31528,313085,1183,,5155,,,,,,C,2020-04-26 09:32:00,10b942ef8949681fad3306cf36898e014d15bb08,2020-04-26 20:00:00,1094,5155,345796,344613,344613,12,110,10825,11514
706,positiveincrease,2020-04-26,GA,23401,99822,,,4359,,,,,,B,2020-04-26 11:28:00,570e23bc54d896e24e41e2caeba47760dc9741d1,2020-04-26 20:00:00,912,4359,123223,123223,123223,13,33,3503,4209
0,positiveincrease,2020-04-26,GU,141,1387,,2,,,,,,128,D,2020-04-26 07:30:00,bf2fb37d24f393de1115b19b6ddbf380b2af9a59,2020-04-26 20:00:00,5,,1528,1528,1528,66,0,79,79
2,positiveincrease,2020-04-26,HI,603,27880,,,68,,,,,482,C,2020-04-25 18:00:00,ed680e03c2bd651440953436c70b8b3cdd6f2fa6,2020-04-26 20:00:00,14,68,28483,28483,28483,15,1,441,443
384,positiveincrease,2020-04-26,IA,5476,30614,,286,,99,,55,,1900,B,2020-04-25 12:00:00,0a8128bb79fcd85376592bc6c570a15367a4d433,2020-04-26 20:00:00,118,,36090,36090,36090,19,0,1356,1740
17,positiveincrease,2020-04-26,ID,1887,17678,,,169,,72,,,938,C,2020-04-25 19:00:00,3e2e979b4e95d79b1db52e1ea8e8993b4d9a57c2,2020-04-26 20:00:00,56,169,19565,19565,19565,16,1,187,204
2126,positiveincrease,2020-04-26,IL,43903,171049,,4595,,1267,,772,,,A,2020-04-26 00:00:00,c0e75f2f23875d29bbb33d7770607140f886abbd,2020-04-26 20:00:00,1933,,214952,214952,214952,17,0,11209,13335
617,positiveincrease,2020-04-26,IN,15012,66696,,1446,,589,,310,,,B,2020-04-25 23:59:00,88b158f5e73d75db240945f2809c7d4c57b7688e,2020-04-26 20:00:00,813,,81708,81708,81708,18,0,1317,1934
118,positiveincrease,2020-04-26,KS,3174,23053,,,485,,,,,,C,2020-04-26 11:00:00,060dcb99cea0b0671a55dd1370e6bf4b1334cd17,2020-04-26 20:00:00,118,485,26227,26227,26227,20,11,910,1028
126,positiveincrease,2020-04-26,KY,3905,42653,,301,1266,164,605,,,1501,A,2020-04-25 17:00:00,06996037449a479364019c20b5f639a6cb2bdf09,2020-04-26 20:00:00,205,1266,46558,46558,46558,21,123,1470,1596
261,positiveincrease,2020-04-26,LA,26773,116263,,1701,,,,265,,14927,B,2020-04-26 13:00:00,4d28d1dd8d41f2f22d82a4fdd2cfe3e671a56a8a,2020-04-26 20:00:00,1670,,143036,143036,143036,22,0,3773,4034
1590,positiveincrease,2020-04-26,MA,54938,181162,,3879,5104,1077,,,,,B,2020-04-26 16:00:00,cfb119d1a92fa393b14a3cfaff062c3c549b4cbf,2020-04-26 20:00:00,2899,5104,236100,236100,236100,25,139,7665,9255
815,positiveincrease,2020-04-26,MD,18581,78084,,1463,3962,530,,,,1177,A,2020-04-26 10:00:00,40a280451cc65d41dd97406b392dea4617c58b86,2020-04-26 20:00:00,910,3962,96665,96665,96665,24,202,6727,7542
25,positiveincrease,2020-04-26,ME,1015,16784,,39,159,19,,7,,532,B,2020-04-26 10:30:00,08dc607fddc37dbd8a8c7fc0227e5bcaa5e14648,2020-04-26 20:00:00,50,159,17799,17799,17799,23,3,0,25
575,positiveincrease,2020-04-26,MI,37778,113228,,2757,,1099,,871,,8342,A+,2020-04-26 11:00:00,d341cf05b932d50502e809574980705057eaab82,2020-04-26 20:00:00,3315,,151006,151006,151006,26,0,6387,6962
156,positiveincrease,2020-04-26,MN,3602,55385,,285,829,115,301,,,1502,A,2020-04-26 12:00:00,83131cc7391f8a31ce64f544be092aa9e56a1133,2020-04-26 20:00:00,272,829,58987,58987,58987,27,32,2234,2390
171,positiveincrease,2020-04-26,MO,6997,62751,,679,,,,109,,,B,2020-04-26 15:00:00,c5eb46e4afbbd1369bbc58eceb0c4be60b287582,2020-04-26 20:00:00,274,,69748,69748,69748,29,0,2359,2530
0,positiveincrease,2020-04-26,MP,14,51,,,,,,,,11,D,2020-04-26 00:00:00,2d145adb826225c104c52ae5912b85d1b6867c65,2020-04-26 20:00:00,2,,65,65,65,69,0,0,0
193,positiveincrease,2020-04-26,MS,5911,54877,,644,1001,146,,67,,,B,2020-04-25 00:00:00,0315479b31f5a6c36818eadc52066adc2db6bc81,2020-04-26 20:00:00,227,1001,60788,60788,60788,28,5,1638,1831
3,positiveincrease,2020-04-26,MT,448,12414,,11,61,,,,,339,C,2020-04-26 00:00:00,4c3994f126d35404816d9846b4aa9a6a89a9a266,2020-04-26 20:00:00,14,61,12862,12862,12862,30,0,362,365
207,positiveincrease,2020-04-26,NC,8830,99064,,451,,,,,,,B,2020-04-26 11:00:00,b6fe23e4c582b0130ebc7c5929d51ee111b315df,2020-04-26 20:00:00,299,,107894,107894,107894,37,0,2422,2629
64,positiveincrease,2020-04-26,ND,867,19850,,18,71,,,,,326,C,2020-04-26 13:00:00,75b8a2cc2498153ff856ba77ceac6d59d9567269,2020-04-26 20:00:00,17,71,20717,20717,20717,38,1,1303,1367
311,positiveincrease,2020-04-26,NE,2732,18496,,,,,,,,,D,2020-04-25 19:45:00,e66b79878ed81532842baeb6708bd451e96dba0e,2020-04-26 20:00:00,53,,21228,21228,21228,31,0,944,1255
67,positiveincrease,2020-04-26,NH,1787,16964,550,95,238,,,,,777,C,2020-04-25 09:00:00,c54ecaa5bd31ee9c09d9372631983a3e4d31d0f3,2020-04-26 20:00:00,60,238,19301,18751,18751,33,14,957,1024
3515,positiveincrease,2020-04-26,NJ,109038,114106,,6573,,1804,,1418,,,A,2020-04-26 11:00:00,1c63b0609288fa1eb9a7cd646ab50f7489efc757,2020-04-26 20:00:00,5938,,223144,223144,223144,34,0,5943,9458
139,positiveincrease,2020-04-26,NM,2660,51075,,152,412,,,,,614,C,2020-04-25 20:24:00,f2cb2065af2d8f2be86756cb51e564a738b34ad8,2020-04-26 20:00:00,93,412,53735,53735,53735,35,0,2086,2225
63,positiveincrease,2020-04-26,NV,4602,33584,,,,,,,,,F,2020-04-26 12:00:00,3d6bea067e7771df1922abbfcda4904c23ec6fd0,2020-04-26 20:00:00,206,,38186,38186,38186,32,0,915,978
5902,positiveincrease,2020-04-26,NY,288045,517305,,12839,62526,5016,,,,49687,B,2020-04-26 00:00:00,e6a2c02a9afad5aeb5175c2dd206e33740c6ff47,2020-04-26 20:00:00,16966,62526,805350,805350,805350,36,1067,21880,27782
376,positiveincrease,2020-04-26,OH,15963,100423,,,3178,,952,,,,B,2020-04-26 14:00:00,8114364a8aaff1e2dce0670c5690873730a994bf,2020-04-26 20:00:00,728,3178,116386,116386,116386,39,63,4027,4403
60,positiveincrease,2020-04-26,OK,3253,49891,,306,653,150,,,,2139,A,2020-04-26 00:00:00,6124531242734b864ee98ee8b00d3d1c255f6836,2020-04-26 20:00:00,195,653,53144,53144,53144,40,16,0,60
58,positiveincrease,2020-04-26,OR,2311,46653,,249,546,71,,31,,,B,2020-04-26 11:00:00,191022916550c0fa24bafccf5031087733585a92,2020-04-26 20:00:00,91,546,48964,48964,48964,41,10,1529,1587
1116,positiveincrease,2020-04-26,PA,41165,157428,,2736,,,,632,,,B,2020-04-26 12:00:00,9b0a74eab5ea2b6f84716d7ae836d4dfe47b624a,2020-04-26 20:00:00,1550,,198593,198593,198593,42,0,4542,5658
64,positiveincrease,2020-04-26,PR,1371,9313,1940,,,,,,,,D,2020-04-26 06:00:00,6f760e2f5cad4c6d5d9d08e8d528e69f526d95b1,2020-04-26 20:00:00,84,,12624,10684,10684,72,0,0,64
310,positiveincrease,2020-04-26,RI,7439,45964,,258,691,78,,53,,433,A+,2020-04-26 00:00:00,0ffe9c59fe3084420b3207d8b07840ec1fbdaa44,2020-04-26 20:00:00,226,691,53403,53403,53403,44,115,2202,2512
237,positiveincrease,2020-04-26,SC,5490,45271,,,944,,,,,3701,B,2020-04-26 15:30:00,be81461758c41202ae7ae8dd2d1de6083490ecd1,2020-04-26 20:00:00,174,944,50761,50761,50761,45,0,1510,1747
65,positiveincrease,2020-04-26,SD,2212,14062,,64,135,,,,,1257,C,2020-04-25 18:00:00,c4b0777f6334fd1068e029b6add015ab9ad3b256,2020-04-26 20:00:00,11,135,16274,16274,16274,46,7,613,678
