case_count,clinical_finding,date,state,positive,negative,pending,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,dataqualitygrade,lastupdateet,hash,datechecked,death,hospitalized,total,totaltestresults,posneg,fips,hospitalizedincrease,negativeincrease,totaltestresultsincrease
4,positiveincrease,2020-03-16,NM,17,566,,,,,,,,,,2020-03-16 15:11:00,7e7cb11db9b4ff0ac5207b76d2992d38411544d2,2020-03-16 20:00:00,,,583,583,583,35,0,84,88
24,positiveincrease,2020-03-16,NV,45,168,,,,,,,,,,2020-03-16 15:16:00,58fc94246e83f557bb7d8c9503358d84d32b74e3,2020-03-16 20:00:00,1,,213,213,213,32,0,0,24
221,positiveincrease,2020-03-16,NY,950,4543,,,,,,,,,,2020-03-16 16:22:00,ab1a87c7dce9b279751fd03e54e5353edc532d97,2020-03-16 20:00:00,7,,5493,5493,5493,36,0,0,221
14,positiveincrease,2020-03-16,OH,50,140,361,,,,,,,,,2020-03-16 15:36:00,6751e30a3733dca9f7ba6f05562d8dccd7faf473,2020-03-16 20:00:00,,,551,190,190,39,0,1,15
1,positiveincrease,2020-03-16,OK,10,174,29,,,,,,,,,2020-03-16 15:37:00,72417c0f8cb0f0958e78df0d3558f17a752efff3,2020-03-16 20:00:00,,,213,184,184,40,0,56,57
3,positiveincrease,2020-03-16,OR,39,579,182,,,,,,,,,2020-03-16 15:38:00,a2557da9fcd10bd90e223899b7fb1df1e36d8c9f,2020-03-16 20:00:00,,,800,618,618,41,0,159,162
13,positiveincrease,2020-03-16,PA,76,670,,,,,,,,,,2020-03-16 15:28:00,adca974944be7f5899add3808d0e22efb6f74311,2020-03-16 20:00:00,,,746,746,746,42,0,465,478
,positiveincrease,2020-03-16,PR,5,9,,,,,,,,,,2020-03-16 15:44:00,e7cbfcada7d4875a4e281ff6ea29e69ceb073526,2020-03-16 20:00:00,,,14,14,14,72,,,
1,positiveincrease,2020-03-16,RI,21,308,149,,,,,,,,,2020-03-16 15:40:00,58febe33b753619ee5e390c5b5b461e0e595c5c0,2020-03-16 20:00:00,,,478,329,329,44,0,37,38
9,positiveincrease,2020-03-16,SC,28,235,,,,,,,,,,2020-03-16 15:24:00,88616d561d34d5547e5a9070f239850782a6a622,2020-03-16 20:00:00,1,,263,263,263,45,0,81,90
1,positiveincrease,2020-03-16,SD,10,494,0,,,,,,,,,2020-03-16 15:40:00,5f7393ba35b387012022b1f235608ff19e17e841,2020-03-16 20:00:00,,,504,504,504,46,0,167,168
13,positiveincrease,2020-03-16,TN,52,270,,,,,,,,,,2020-03-16 15:23:00,06994d5ec61db69883a12b8d25d2ce685b3adee2,2020-03-16 20:00:00,,,322,322,322,47,0,113,126
1,positiveincrease,2020-03-16,TX,57,,,,,,,,,,,2020-03-16 15:21:00,61002af3ab1ba6971324f11f1589de52dbd3af61,2020-03-16 20:00:00,,,57,57,57,48,0,0,1
11,positiveincrease,2020-03-16,UT,39,131,,,,,,,,,,2020-03-16 15:17:00,c19dec0c5e08d3708e31c13187aa06a891ffa5dc,2020-03-16 20:00:00,0,,170,170,170,49,0,0,11
6,positiveincrease,2020-03-16,VA,51,438,,,,,,,,,,2020-03-16 16:09:00,aadef9459485e4c94d8d6f9b6b4e8168aad4bbc6,2020-03-16 20:00:00,1,,489,489,489,51,0,75,81
,positiveincrease,2020-03-16,VI,1,,,,,,,,,,,2020-03-16 15:58:00,e30eaf33e2013299724cffce9954fba88e92eb73,2020-03-16 20:00:00,,,1,1,1,78,,,
4,positiveincrease,2020-03-16,VT,8,421,,,,,,,,,,2020-03-16 15:25:00,324746305179690a55fc1038ac07e813b56a0480,2020-03-16 20:00:00,,,429,429,429,50,0,73,77
300,positiveincrease,2020-03-16,WA,1577,22960,,,,,,,,,,2020-03-16 00:00:00,b93b4c6a13c02392dee7298eb86df6486fb48111,2020-03-16 20:00:00,69,,24537,24537,24537,53,0,4604,4904
14,positiveincrease,2020-03-16,WI,47,504,,,,,,,,,,2020-03-16 15:06:00,fe73e4438c4059e2d9e83008914de78aa6db8938,2020-03-16 20:00:00,,,551,551,551,55,0,191,205
0,positiveincrease,2020-03-16,WV,0,80,4,,,,,,,,,2020-03-16 15:53:00,215982915f4685b6f44a29954345c4f93d4bf77f,2020-03-16 20:00:00,0,,84,80,80,54,0,42,42
0,positiveincrease,2020-03-16,WY,3,,,,,,,,,,,2020-03-16 15:04:00,949bb1287c1a8a88efc958ba0fe61c9251566353,2020-03-16 20:00:00,,,3,3,3,56,0,0,0
0,positiveincrease,2020-03-15,AK,1,143,,,,,,,,,,2020-03-13 16:30:00,c20c931369ad254d76fc60d098f567d137232cca,2020-03-15 20:00:00,0,,144,144,144,2,0,0,0
6,positiveincrease,2020-03-15,AL,12,28,46,,,,,,,,,2020-03-15 14:12:00,d9d73937ff45ac50bc195b2fe42a053e814a4361,2020-03-15 20:00:00,0,,86,40,40,1,0,6,12
4,positiveincrease,2020-03-15,AR,16,103,30,,,,,,,,,2020-03-15 00:00:00,4b816512fef0651e544428f0a6b5afc23491f657,2020-03-15 20:00:00,,,149,119,119,5,0,38,42
0,positiveincrease,2020-03-15,AZ,12,121,50,,,,,,,,,2020-03-15 12:01:00,595131f09151bc9e9719655f54066b18135603de,2020-03-15 20:00:00,0,,183,133,133,4,0,0,0
41,positiveincrease,2020-03-15,CA,293,916,,,,,,,,,,2020-03-14 11:00:00,8b928d2f4f1bc6083e96e18e46b22200a0242c7a,2020-03-15 20:00:00,5,,1209,1209,1209,6,0,0,41
30,positiveincrease,2020-03-15,CO,131,627,,,,,,,,,,2020-03-15 15:45:00,f1822a27261757836c31af3dd025f97e71c6e1fb,2020-03-15 20:00:00,1,,758,758,758,8,0,17,47
9,positiveincrease,2020-03-15,CT,20,125,,,,,,,,,,2020-03-14 17:00:00,6ce52508632f89d1273b18afc3bf6cece609055b,2020-03-15 20:00:00,,,145,145,145,9,0,0,9
6,positiveincrease,2020-03-15,DC,16,79,20,,,,,,,,,2020-03-14 19:30:00,8c0854e1d9badf48efebb307af7fcf69b9996660,2020-03-15 20:00:00,,,115,95,95,11,0,30,36
0,positiveincrease,2020-03-15,DE,6,36,32,,,,,,,,,2020-03-14 13:00:00,446a343af17fcad8a141ecb723789f2ad69f6869,2020-03-15 20:00:00,,,74,42,42,10,0,0,0
39,positiveincrease,2020-03-15,FL,116,678,454,,,,,,,,,2020-03-15 01:45:00,f0ceb4fa49b8f6d9dec020348735370a6ec3cc8e,2020-03-15 20:00:00,4,,1248,794,794,12,0,200,239
33,positiveincrease,2020-03-15,GA,99,,,,,,,,,,,2020-03-15 11:43:00,d0cc540aa98b638298a63382f6b30d7c21f4e0cd,2020-03-15 20:00:00,1,,99,99,99,13,0,0,33
0,positiveincrease,2020-03-15,HI,2,,,,,,,,,,,2020-03-13 00:00:00,9487a4721ac0df82f2b1f4a32f089d71356176fa,2020-03-15 20:00:00,,,2,2,2,15,0,0,0
1,positiveincrease,2020-03-15,IA,18,83,,,,,,,,,,2020-03-14 00:00:00,f886bf38ba386fc2c24785a4fffc564c4e6a41f1,2020-03-15 20:00:00,,,101,101,101,19,0,0,1
3,positiveincrease,2020-03-15,ID,5,174,,,,,,,,,,2020-03-13 22:45:00,31de0c1380b2c971b361d530d246f0365736df62,2020-03-15 20:00:00,,,179,179,179,16,0,0,3
18,positiveincrease,2020-03-15,IL,64,449,195,,,,,,,,,2020-03-14 00:00:00,05de4e2880cec1365fc004df213d4ba66e02e176,2020-03-15 20:00:00,,,708,513,513,17,0,133,151
4,positiveincrease,2020-03-15,IN,19,102,,,,,,,,,,2020-03-15 00:59:00,62de0620c7316770c3d740f360b247b78c051ac6,2020-03-15 20:00:00,0,,121,121,121,18,0,28,32
2,positiveincrease,2020-03-15,KS,8,135,,,,,,,,,,2020-03-14 13:00:00,45d60d5a98e8443e79b40a6b9ecc02344213c877,2020-03-15 20:00:00,1,,143,143,143,20,0,42,44
2,positiveincrease,2020-03-15,KY,16,139,,,,,,,,,,2020-03-14 16:00:00,f22fa93c3852689366013e061f1b244cedbddd5e,2020-03-15 20:00:00,,,155,155,155,21,0,0,2
39,positiveincrease,2020-03-15,LA,90,156,,,,,,,,,,2020-03-15 11:30:00,82ddd941105403c8d3f0fb44070276aab397a332,2020-03-15 20:00:00,2,,246,246,246,22,0,47,86
26,positiveincrease,2020-03-15,MA,64,584,,,,,,,,,,2020-03-14 16:00:00,9c32341783c45e6a3ae740a728e6acfaf830c678,2020-03-15 20:00:00,,,648,648,648,25,0,584,610
5,positiveincrease,2020-03-15,MD,31,94,,,,,,,,,,2020-03-15 00:00:00,f5f213de355e0b68b37e6d21b7a17ed246d38597,2020-03-15 20:00:00,,,125,125,125,24,0,0,5
0,positiveincrease,2020-03-15,ME,3,91,17,,,,,,,,,2020-03-13 14:00:00,3528400dd2a489e3d8cd3ee71de35a7534cd23f5,2020-03-15 20:00:00,,,111,94,94,23,0,0,0
284,positiveincrease,2020-03-15,MI,1480,205,26,,,,,,,,,2020-03-14 00:00:00,f92161865af389703c51ff087a345891f9947bfa,2020-03-15 20:00:00,,,1711,1685,1685,26,0,0,284
14,positiveincrease,2020-03-15,MN,35,1387,,,,,,,,,,2020-03-15 00:00:00,c43ce5a0cc00941a0a080d8487b0b1e38b47ca06,2020-03-15 20:00:00,,,1422,1422,1422,27,0,540,554
1,positiveincrease,2020-03-15,MO,5,122,,,,,,,,,,2020-03-14 22:00:00,649f36bebe6fc4eabd58091c3f20155ce34efc78,2020-03-15 20:00:00,0,,127,127,127,29,0,32,33
4,positiveincrease,2020-03-15,MS,10,84,,,,,,,,,,2020-03-14 00:00:00,3e325cbafd0dab5ea331227ed6063c059d236cfc,2020-03-15 20:00:00,,,94,94,94,28,0,0,4
2,positiveincrease,2020-03-15,MT,7,103,57,,,,,,,,,2020-03-14 17:52:00,ad0ec46de164a5a986bb0f525b748a8e77b9da95,2020-03-15 20:00:00,,,167,110,110,30,0,0,2
9,positiveincrease,2020-03-15,NC,32,227,151,,,,,,,,,2020-03-15 10:30:00,38eec98c6bc9fc90d3227b95cd73edcf08916754,2020-03-15 20:00:00,,,410,259,259,37,0,90,99
0,positiveincrease,2020-03-15,ND,1,95,4,,,,,,,,,2020-03-15 12:00:00,f4a07c6a84246894fb79cb8989eb1b2099fa42ee,2020-03-15 20:00:00,0,,100,96,96,38,0,41,41
3,positiveincrease,2020-03-15,NE,17,80,33,,,,,,,,,2020-03-15 00:00:00,55730094870a8f157622b83eef7f493687a97e83,2020-03-15 20:00:00,,,130,97,97,31,0,0,3
6,positiveincrease,2020-03-15,NH,13,271,95,,,,,,,,,2020-03-15 09:00:00,5913fa782980f78a0ea615671faee6f5c25d3582,2020-03-15 20:00:00,,,379,284,284,33,0,59,65
48,positiveincrease,2020-03-15,NJ,98,120,34,,,,,,,,,2020-03-15 13:00:00,eedf880a63e4b7538bff622c6552133c31a0184c,2020-03-15 20:00:00,2,,252,218,218,34,0,23,71
3,positiveincrease,2020-03-15,NM,13,482,,,,,,,,,,2020-03-13 13:00:00,6962f0e8deb868cc066753d320fca9edeac4db33,2020-03-15 20:00:00,,,495,495,495,35,0,245,248
1,positiveincrease,2020-03-15,NV,21,168,164,,,,,,,,,2020-03-14 17:05:00,d3e2a5269dff0a1c577a1607cc4566c3c866fe3c,2020-03-15 20:00:00,,,353,189,189,32,0,0,1
205,positiveincrease,2020-03-15,NY,729,4543,,,,,,,,,,2020-03-15 00:00:00,4cdad43cc1b747b51c208a5662fdfdccec506145,2020-03-15 20:00:00,3,,5272,5272,5272,36,0,1764,1969
23,positiveincrease,2020-03-15,OH,36,139,350,,,,,,,,,2020-03-15 14:00:00,06e652c8e48e3c9a2ded80086ee320edc0fb2644,2020-03-15 20:00:00,,,525,175,175,39,0,89,112
5,positiveincrease,2020-03-15,OK,9,118,12,,,,,,,,,2020-03-15 12:15:00,863bf4c25e823ff43c3439bc926f960e8eff063c,2020-03-15 20:00:00,,,139,127,127,40,0,82,87
6,positiveincrease,2020-03-15,OR,36,420,225,,,,,,,,,2020-03-14 14:00:00,d9557fbcef9290c94ea0b89de7be4c344b1af44d,2020-03-15 20:00:00,,,681,456,456,41,0,83,89
16,positiveincrease,2020-03-15,PA,63,205,183,,,,,,,,,2020-03-15 12:00:00,7d9c48485dd3e4b32a56eb813b40ff63411ab413,2020-03-15 20:00:00,,,451,268,268,42,0,0,16
0,positiveincrease,2020-03-15,RI,20,271,57,,,,,,,,,2020-03-15 00:00:00,1ff1418e6faf463694511474af93369cb66ac5be,2020-03-15 20:00:00,,,348,291,291,44,0,73,73
6,positiveincrease,2020-03-15,SC,19,154,,,,,,,,,,2020-03-14 16:18:00,1dffb0709890e322fb153086a569b7c335deb325,2020-03-15 20:00:00,,,173,173,173,45,0,44,50
0,positiveincrease,2020-03-15,SD,9,327,6,,,,,,,,,2020-03-15 00:00:00,504959038baa3b32622e9ac90c7f12a46fc159aa,2020-03-15 20:00:00,,,342,336,336,46,0,145,145
7,positiveincrease,2020-03-15,TN,39,157,,,,,,,,,,2020-03-15 15:00:00,989bea7cf35771bfb8ebd4d53b31cc9d9033eaba,2020-03-15 20:00:00,,,196,196,196,47,0,27,34
5,positiveincrease,2020-03-15,TX,56,,,,,,,,,,,2020-03-15 13:00:00,381cd8bb00ec3e8a158b395952ee4606b6d371c6,2020-03-15 20:00:00,,,56,56,56,48,0,0,5
22,positiveincrease,2020-03-15,UT,28,131,,,,,,,,,,2020-03-15 14:45:00,85bb03655cef6f1ce49428ce34873b4e998934e9,2020-03-15 20:00:00,0,,159,159,159,49,0,0,22
15,positiveincrease,2020-03-15,VA,45,363,,,,,,,,,,2020-03-15 14:15:00,9ce15add3931013ab1381e6e71971e0b9fb214c3,2020-03-15 20:00:00,1,,408,408,408,51,0,246,261
0,positiveincrease,2020-03-15,VT,4,348,,,,,,,,,,2020-03-15 13:00:00,35dbd2c8c31ef814ce4c4fb90e6bf0dbb2b8eb6f,2020-03-15 20:00:00,,,352,352,352,50,0,121,121
106,positiveincrease,2020-03-15,WA,1277,18356,,,,,,,,,,2020-03-15 00:00:00,6a590ad4699deb93728b097da7e9ecc45f9a7ee4,2020-03-15 20:00:00,57,,19633,19633,19633,53,0,1587,1693
14,positiveincrease,2020-03-15,WI,33,313,,,,,,,,,,2020-03-14 15:00:00,1a4cc79d1f3718034c45f4816680625c1577400e,2020-03-15 20:00:00,,,346,346,346,55,0,144,158
0,positiveincrease,2020-03-15,WV,0,38,1,,,,,,,,,2020-03-14 00:00:00,ee423a78e4e650e708b1ae2d3289c30893c30698,2020-03-15 20:00:00,0,,39,38,38,54,0,12,12
1,positiveincrease,2020-03-15,WY,3,,,,,,,,,,,2020-03-14 00:00:00,8988afd5c145737c0be4917a2d849a3c669b1730,2020-03-15 20:00:00,,,3,3,3,56,0,0,1
0,positiveincrease,2020-03-14,AK,1,143,,,,,,,,,,2020-03-13 16:30:00,4a434e53edb6d886ef8d8268fbaaf9da49839561,2020-03-14 20:00:00,0,,144,144,144,2,0,84,84
5,positiveincrease,2020-03-14,AL,6,22,46,,,,,,,,,2020-03-13 00:00:00,6497c1d495dd20a5be16c38b62241d17babda63f,2020-03-14 20:00:00,,,74,28,28,1,0,11,16
3,positiveincrease,2020-03-14,AR,12,65,26,,,,,,,,,2020-03-13 00:00:00,547c558ca1a9d4ea15f83e59961fb35ced7226ab,2020-03-14 20:00:00,,,103,77,77,5,0,35,38
3,positiveincrease,2020-03-14,AZ,12,121,50,,,,,,,,,2020-03-14 12:01:00,f2c71e85e75b07f6551abdfd282bdc8f10d91dc9,2020-03-14 20:00:00,0,,183,133,133,4,0,27,30
50,positiveincrease,2020-03-14,CA,252,916,,,,,,,,,,2020-03-13 11:00:00,43e484041b840b93569400bf282aaf3d7a94f240,2020-03-14 20:00:00,5,,1168,1168,1168,6,0,0,50
29,positiveincrease,2020-03-14,CO,101,610,,,,,,,,,,2020-03-14 14:00:00,4ae2ebbf9048505db9c6ba6d3610e6e0a4c9bb71,2020-03-14 20:00:00,1,,711,711,711,8,0,86,115
5,positiveincrease,2020-03-14,CT,11,125,,,,,,,,,,2020-03-13 16:00:00,cd01bf42884ef3393a18abc177edd023dfc05915,2020-03-14 20:00:00,,,136,136,136,9,0,26,31
0,positiveincrease,2020-03-14,DC,10,49,10,,,,,,,,,2020-03-13 19:00:00,73fbef306b78de24417de6423e961c4ba1b25262,2020-03-14 20:00:00,,,69,59,59,11,0,29,29
2,positiveincrease,2020-03-14,DE,6,36,32,,,,,,,,,2020-03-14 13:00:00,941ed8e020d4a20a5b2271c43e57b1ddca99bd94,2020-03-14 20:00:00,,,74,42,42,10,0,6,8
27,positiveincrease,2020-03-14,FL,77,478,221,,,,,,,,,2020-03-14 00:54:00,59fffa3d8eb2d7b80a6f5653b883e5eaac9c174c,2020-03-14 20:00:00,3,,776,555,555,12,0,0,27
24,positiveincrease,2020-03-14,GA,66,,,,,,,,,,,2020-03-14 12:00:00,eda8bef61f292923caf8c996ab79bee7811128b5,2020-03-14 20:00:00,1,,66,66,66,13,0,0,24
0,positiveincrease,2020-03-14,HI,2,,,,,,,,,,,2020-03-13 00:00:00,06dfa410d78fbfa6926bf412ecdd627586310c29,2020-03-14 20:00:00,,,2,2,2,15,0,0,0
1,positiveincrease,2020-03-14,IA,17,83,,,,,,,,,,2020-03-13 00:00:00,7b87bad0b00de2af71560f266a37b2abf9730f8a,2020-03-14 20:00:00,,,100,100,100,19,0,0,1
2,positiveincrease,2020-03-14,ID,2,174,,,,,,,,,,2020-03-13 22:45:00,4d0d75b4146c64fd3153a0849352acea695e3e85,2020-03-14 20:00:00,,,176,176,176,16,0,43,45
14,positiveincrease,2020-03-14,IL,46,316,82,,,,,,,,,2020-03-13 00:00:00,550c3cd965dc24abf5a5a45dedc90d4b8921466c,2020-03-14 20:00:00,,,444,362,362,17,0,22,36
3,positiveincrease,2020-03-14,IN,15,74,,,,,,,,,,2020-03-13 23:59:00,5684472420086c9ace77eb3b5fbfc6755a806fe3,2020-03-14 20:00:00,0,,89,89,89,18,0,13,16
0,positiveincrease,2020-03-14,KS,6,93,,,,,,,,,,2020-03-13 11:00:00,ff604ae7e106e952911a81abef80c475d6d75c6a,2020-03-14 20:00:00,1,,99,99,99,20,0,0,0
3,positiveincrease,2020-03-14,KY,14,139,,,,,,,,,,2020-03-13 17:00:00,5636b91436a2d4fdf621acf450d255d0d59e8aa7,2020-03-14 20:00:00,,,153,153,153,21,0,32,35
15,positiveincrease,2020-03-14,LA,51,109,,,,,,,,,,2020-03-14 12:15:00,7fd66e8f1a3a01f99888cfa4e92eb9459cc2a838,2020-03-14 20:00:00,,,160,160,160,22,0,72,87
15,positiveincrease,2020-03-14,MA,38,,,,,,,,,,,2020-03-14 16:00:00,28ef086def2b7f2cc37eee236cf297586e900cf7,2020-03-14 20:00:00,,,38,38,38,25,0,0,15
9,positiveincrease,2020-03-14,MD,26,94,,,,,,,,,,2020-03-14 00:00:00,c96a7f95f435a01e6e07ad1a1b17d2f3761ccfc9,2020-03-14 20:00:00,,,120,120,120,24,0,0,9
0,positiveincrease,2020-03-14,ME,3,91,17,,,,,,,,,2020-03-13 14:00:00,38ab39e4c87d4c96299af3b4aaf88f628155b6c3,2020-03-14 20:00:00,,,111,94,94,23,0,0,0
251,positiveincrease,2020-03-14,MI,1196,205,26,,,,,,,,,2020-03-13 00:00:00,f60dbbb8f4bfffe9fe9995fde413285a96cf941e,2020-03-14 20:00:00,,,1427,1401,1401,26,0,72,323
7,positiveincrease,2020-03-14,MN,21,847,,,,,,,,,,2020-03-14 00:00:00,86447649ea9f3d9639bf778d4b070303cf4cc559,2020-03-14 20:00:00,,,868,868,868,27,0,306,313
2,positiveincrease,2020-03-14,MO,4,90,,,,,,,,,,2020-03-13 18:10:00,9597743458ab5656b57e92b28ba7cd52bcb71de6,2020-03-14 20:00:00,0,,94,94,94,29,0,19,21
2,positiveincrease,2020-03-14,MS,6,84,,,,,,,,,,2020-03-13 18:35:00,b72bc6479db07cd84f7eeaa81de4c4e7b6fd4369,2020-03-14 20:00:00,,,90,90,90,28,0,43,45
4,positiveincrease,2020-03-14,MT,5,103,,,,,,,,,,2020-03-13 19:00:00,c5d48c025c06e3b5b6031a5455ece22f3120dd88,2020-03-14 20:00:00,,,108,108,108,30,0,48,52
8,positiveincrease,2020-03-14,NC,23,137,,,,,,,,,,2020-03-14 12:00:00,fd97b3510add467eb3cac0cc2233a02a97e9c90e,2020-03-14 20:00:00,,,160,160,160,37,0,51,59
0,positiveincrease,2020-03-14,ND,1,54,14,,,,,,,,,2020-03-13 13:00:00,a37a739a2b5c3041cdd3cbac1fc81362329d8c61,2020-03-14 20:00:00,0,,69,55,55,38,0,15,15
1,positiveincrease,2020-03-14,NE,14,80,33,,,,,,,,,2020-03-13 00:00:00,887486b687f374269ecaff0104eb056129205b11,2020-03-14 20:00:00,,,127,94,94,31,0,0,1
1,positiveincrease,2020-03-14,NH,7,212,31,,,,,,,,,2020-03-14 09:00:00,ccef356ffe646fc79b0fbe41406316614b4d2ea8,2020-03-14 20:00:00,,,250,219,219,33,0,118,119
0,positiveincrease,2020-03-14,NJ,50,97,80,,,,,,,,,2020-03-13 14:00:00,cc7c2831163e17f703f1ec4b283b7c99043df0ae,2020-03-14 20:00:00,1,,227,147,147,34,0,0,0
0,positiveincrease,2020-03-14,NM,10,237,,,,,,,,,,2020-03-13 00:00:00,aaa1bd70f1281b6f29c725e8b8d6c03d50920abc,2020-03-14 20:00:00,,,247,247,247,35,0,47,47
9,positiveincrease,2020-03-14,NV,20,168,,,,,,,,,,2020-03-14 12:33:00,f4d71f689c87936424834b35f0f84aedbbbe501a,2020-03-14 20:00:00,,,188,188,188,32,0,0,9
103,positiveincrease,2020-03-14,NY,524,2779,,,,,,,,,,2020-03-14 12:30:00,68e903dce4ea864cab367ecd3df55eb76d6904e8,2020-03-14 20:00:00,,,3303,3303,3303,36,0,0,103
0,positiveincrease,2020-03-14,OH,13,50,159,,,,,,,,,2020-03-13 14:00:00,fee7f8f7c7fd1ebc32413d707a9daea1428e1fd8,2020-03-14 20:00:00,,,222,63,63,39,0,0,0
1,positiveincrease,2020-03-14,OK,4,36,37,,,,,,,,,2020-03-13 22:30:00,b7461117f07cfdfdf2c4f23e7f2300222ea89daa,2020-03-14 20:00:00,,,77,40,40,40,0,0,1
0,positiveincrease,2020-03-14,OR,30,337,157,,,,,,,,,2020-03-13 13:00:00,d43a9fa4f540149064a0770f96a4c81fc08102d9,2020-03-14 20:00:00,,,524,367,367,41,0,0,0
6,positiveincrease,2020-03-14,PA,47,205,150,,,,,,,,,2020-03-14 14:00:00,4409f1122e37791e0ddf82f8a37a71209d983de7,2020-03-14 20:00:00,,,402,252,252,42,0,65,71
6,positiveincrease,2020-03-14,RI,20,198,57,,,,,,,,,2020-03-14 00:00:00,f5abfe401fdc25e192990a5948670e06c176846f,2020-03-14 20:00:00,,,275,218,218,44,0,56,62
1,positiveincrease,2020-03-14,SC,13,110,,,,,,,,,,2020-03-13 17:47:00,51c624ef009e9750e5b9f27502cd31f71d55c991,2020-03-14 20:00:00,,,123,123,123,45,0,35,36
0,positiveincrease,2020-03-14,SD,9,182,3,,,,,,,,,2020-03-14 00:00:00,1dc7460e261f0e6bca4ae360c9c2a197897b8489,2020-03-14 20:00:00,,,194,191,191,46,0,109,109
6,positiveincrease,2020-03-14,TN,32,130,,,,,,,,,,2020-03-14 15:00:00,d65605771f620de5ea2ca73561d85f1303627005,2020-03-14 20:00:00,,,162,162,162,47,0,14,20
12,positiveincrease,2020-03-14,TX,51,,,,,,,,,,,2020-03-14 13:00:00,56ce5a6747c196b918e014253fdfc34523799baf,2020-03-14 20:00:00,,,51,51,51,48,0,0,12
0,positiveincrease,2020-03-14,UT,6,131,,,,,,,,,,2020-03-13 15:00:00,e2794ec8641b2042ec3693c82f1e14b0ee51ecc4,2020-03-14 20:00:00,,,137,137,137,49,0,0,0
0,positiveincrease,2020-03-14,VA,30,117,,,,,,,,,,2020-03-13 11:00:00,2b1ce7eb3e4c1f77f8c042a83f7b5a8a2f84ba53,2020-03-14 20:00:00,,,147,147,147,51,0,0,0
2,positiveincrease,2020-03-14,VT,4,227,,,,,,,,,,2020-03-14 13:00:00,5e69508ad459ebf79acaf42b3bd0836dc08a8f7d,2020-03-14 20:00:00,,,231,231,231,50,0,85,87
156,positiveincrease,2020-03-14,WA,1171,16769,,,,,,,,,,2020-03-14 00:00:00,a2e82d3b8ccadaad2b6ff04caa3e9d99bf1be599,2020-03-14 20:00:00,51,,17940,17940,17940,53,0,2183,2339
0,positiveincrease,2020-03-14,WI,19,169,,,,,,,,,,2020-03-13 15:00:00,0c9bd4aa681ebb12648df794661becd0b673f632,2020-03-14 20:00:00,,,188,188,188,55,0,0,0
0,positiveincrease,2020-03-14,WV,0,26,5,,,,,,,,,2020-03-13 00:00:00,0a318249afc7e06cce491d615a8bb7b6ef440158,2020-03-14 20:00:00,,,31,26,26,54,0,9,9
1,positiveincrease,2020-03-14,WY,2,,,,,,,,,,,2020-03-13 00:00:00,e18f797e0ee87a68795900fba4c17976df63e14e,2020-03-14 20:00:00,,,2,2,2,56,0,0,1
1,positiveincrease,2020-03-13,AK,1,59,,,,,,,,,,2020-03-13 00:00:00,2afab82ea203dff6b9469b231d446fe50372e9a8,2020-03-13 20:00:00,0,,60,60,60,2,0,13,14
1,positiveincrease,2020-03-13,AL,1,11,,,,,,,,,,2020-03-13 00:00:00,f89b69cb34b1791968f94ecb5f7d765cd724cdbd,2020-03-13 20:00:00,,,12,12,12,1,0,1,2
3,positiveincrease,2020-03-13,AR,9,30,22,,,,,,,,,2020-03-13 00:00:00,966f4d9427e320a3e7ac261a06c4fea6544dd639,2020-03-13 20:00:00,,,61,39,39,5,0,6,9
0,positiveincrease,2020-03-13,AZ,9,94,40,,,,,,,,,2020-03-13 12:01:00,9e584502bbeef4c5f4f22856ed366918c3f50895,2020-03-13 20:00:00,0,,143,103,103,4,0,12,12
0,positiveincrease,2020-03-13,CA,202,916,,,,,,,,,,2020-03-12 10:00:00,0f04f9a029c48f1cba8e590dfd846ab8257d24df,2020-03-13 20:00:00,4,,1118,1118,1118,6,0,0,0
27,positiveincrease,2020-03-13,CO,72,524,,,,,,,,,,2020-03-13 14:00:00,1a27ee06c1c2c7cbfcbf30f7f698a231641aa514,2020-03-13 20:00:00,,,596,596,596,8,0,226,253
0,positiveincrease,2020-03-13,CT,6,99,,,,,,,,,,2020-03-12 19:00:00,789a85d553e2adaf5b63a1fdac3f87f402263c49,2020-03-13 20:00:00,,,105,105,105,9,0,10,10
0,positiveincrease,2020-03-13,DC,10,20,,,,,,,,,,2020-03-11 17:45:00,0f5088d5a7bba30420c3896809bd89b8cc6ec51b,2020-03-13 20:00:00,,,30,30,30,11,0,0,0
0,positiveincrease,2020-03-13,DE,4,30,10,,,,,,,,,2020-03-12 16:00:00,ad27ff7cb26900ee22072920d8970891bdf8a8c3,2020-03-13 20:00:00,,,44,34,34,10,0,7,7
18,positiveincrease,2020-03-13,FL,50,478,221,,,,,,,,,2020-03-13 13:53:00,f8812247438a40baae8b507e7d9c8cf21951ac9d,2020-03-13 20:00:00,2,,749,528,528,12,0,177,195
11,positiveincrease,2020-03-13,GA,42,,,,,,,,,,,2020-03-13 00:00:00,82c655db35cf7f6efe85941f7dd4f1bb55a795f8,2020-03-13 20:00:00,1,,42,42,42,13,0,0,11
0,positiveincrease,2020-03-13,HI,2,,,,,,,,,,,2020-03-12 00:00:00,ae178c98a0757edec338a10e1daa3c3079f23ffa,2020-03-13 20:00:00,,,2,2,2,15,0,0,0
