"provided","standard"
"Wyandot","Wyandot"
"Comanche","Comanche"
"Craig","Craig"
"Okmulgee","Okmulgee"
"Sequoyah","Sequoyah"
"Tillamook","Tillamook"
"Wasco","Wasco"
"Blair","Blair"
"Indiana","Indiana"
"Susquehanna","Susquehanna"
"Cannon","Cannon"
"Meigs","Meigs"
"Unicoi","Unicoi"
"Angelina","Angelina"
"Karnes","Karnes"
"Nacogdoches","Nacogdoches"
"Rockwall","Rockwall"
"Val Verde","Val Verde"
"Amelia","Amelia"
"Fauquier","Fauquier"
"Hampton city","Hampton city"
"King George","King George"
"Lynchburg city","Lynchburg city"
"Pittsylvania","Pittsylvania"
"Poquoson city","Poquoson city"
"Prince George","Prince George"
"Radford city","Radford city"
"Southampton","Southampton"
"Vilas","Vilas"
"Hot Springs","Hot Springs"
"Covington","Covington"
"Baxter","Baxter"
"Colusa","Colusa"
"Kings","Kings"
"Alamosa","Alamosa"
"Costilla","Costilla"
"Levy","Levy"
"Suwannee","Suwannee"
"Chattahoochee","Chattahoochee"
"Habersham","Habersham"
"Hart","Hart"
"Upson","Upson"
"Gem","Gem"
"Bureau","Bureau"
"Iroquois","Iroquois"
"Huntington","Huntington"
"Kosciusko","Kosciusko"
"LaGrange","LaGrange"
"Whitley","Whitley"
"Dickinson","Dickinson"
"Coffey","Coffey"
"Gove","Gove"
"Harvey","Harvey"
"McPherson","McPherson"
"Bullitt","Bullitt"
"Larue","Larue"
"West Feliciana","West Feliciana"
"Gratiot","Gratiot"
"Beltrami","Beltrami"
"Faribault","Faribault"
"Mahnomen","Mahnomen"
"Kemper","Kemper"
"Neshoba","Neshoba"
"Sharkey","Sharkey"
"Atchison","Atchison"
"Chariton","Chariton"
"Pettis","Pettis"
"Ray","Ray"
"Valencia","Valencia"
"Person","Person"
"Surry","Surry"
"Latimer","Latimer"
"Pittsburg","Pittsburg"
"Morrow","Morrow"
"Northumberland","Northumberland"
"Aurora","Aurora"
"Faulk","Faulk"
"Todd","Todd"
"Hood","Hood"
"Montague","Montague"
"Navarro","Navarro"
"Randall","Randall"
"Starr","Starr"
"Uvalde","Uvalde"
"Willacy","Willacy"
"Young","Young"
"Uintah","Uintah"
"Bristol city","Bristol city"
"Galax city","Galax city"
"Roanoke city","Roanoke city"
"Skamania","Skamania"
"Greenbrier","Greenbrier"
"Pleasants","Pleasants"
"Marinette","Marinette"
"Waupaca","Waupaca"
"Goshen","Goshen"
"Washakie","Washakie"
"Gila","Gila"
"Glenn","Glenn"
"Baca","Baca"
"Moffat","Moffat"
"Hendry","Hendry"
"Bulloch","Bulloch"
"Jenkins","Jenkins"
"Murray","Murray"
"Wheeler","Wheeler"
"Bonneville","Bonneville"
"Switzerland","Switzerland"
"Vermillion","Vermillion"
"Wabash","Wabash"
"Keokuk","Keokuk"
"Boyle","Boyle"
"Bracken","Bracken"
"Breckinridge","Breckinridge"
"Nicholas","Nicholas"
"East Carroll","East Carroll"
"Clearwater","Clearwater"
"Amite","Amite"
"Gosper","Gosper"
"Cattaraugus","Cattaraugus"
"Schuyler","Schuyler"
"Edgecombe","Edgecombe"
"Perquimans","Perquimans"
"Barnes","Barnes"
"Divide","Divide"
"Mountrail","Mountrail"
"Auglaize","Auglaize"
"Van Wert","Van Wert"
"Le Flore","Le Flore"
"Nowata","Nowata"
"Clarion","Clarion"
"Huntingdon","Huntingdon"
"McKean","McKean"
"Snyder","Snyder"
"Deuel","Deuel"
"Hamlin","Hamlin"
"Hutchinson","Hutchinson"
"Yankton","Yankton"
"Bledsoe","Bledsoe"
"Hardeman","Hardeman"
"Trousdale","Trousdale"
"Weakley","Weakley"
"Burleson","Burleson"
"Lamb","Lamb"
"Lynn","Lynn"
"Hopewell city","Hopewell city"
"New Kent","New Kent"
"Powhatan","Powhatan"
"Converse","Converse"
"Sublette","Sublette"
"Arkansas","Arkansas"
"Ashley","Ashley"
"Hempstead","Hempstead"
"Tuolumne","Tuolumne"
"Mineral","Mineral"
"Montezuma","Montezuma"
"Glades","Glades"
"Wakulla","Wakulla"
"Bacon","Bacon"
"Brooks","Brooks"
"Candler","Candler"
"Owyhee","Owyhee"
"Bond","Bond"
"Menard","Menard"
"Finney","Finney"
"Boyd","Boyd"
"Red River","Red River"
"Sabine","Sabine"
"Cheboygan","Cheboygan"
"Cottonwood","Cottonwood"
"Isanti","Isanti"
"Otter Tail","Otter Tail"
"Deer Lodge","Deer Lodge"
"Scotts Bluff","Scotts Bluff"
"Alleghany","Alleghany"
"Caswell","Caswell"
"Columbus","Columbus"
"Currituck","Currituck"
"Pamlico","Pamlico"
"Yadkin","Yadkin"
"Rogers","Rogers"
"Texas","Texas"
"Mifflin","Mifflin"
"Venango","Venango"
"Fall River","Fall River"
"Roberts","Roberts"
"Haywood","Haywood"
"McNairy","McNairy"
"Obion","Obion"
"Ector","Ector"
"Kleberg","Kleberg"
"San Jacinto","San Jacinto"
"Swisher","Swisher"
"Waller","Waller"
"Greensville","Greensville"
"Manassas Park city","Manassas Park city"
"Winchester city","Winchester city"
"Wythe","Wythe"
"Cabell","Cabell"
"Wetzel","Wetzel"
"Wirt","Wirt"
"Greenlee","Greenlee"
"St. Francis","St. Francis"
"Alpine","Alpine"
"Archuleta","Archuleta"
"Phillips","Phillips"
"Appling","Appling"
"Banks","Banks"
"Bleckley","Bleckley"
"Dade","Dade"
"Dooly","Dooly"
"Gilmer","Gilmer"
"Schley","Schley"
"Bonner","Bonner"
"Jerome","Jerome"
"Minidoka","Minidoka"
"Audubon","Audubon"
"Guthrie","Guthrie"
"Antrim","Antrim"
"Houghton","Houghton"
"Itasca","Itasca"
"Meeker","Meeker"
"Watonwan","Watonwan"
"Alcorn","Alcorn"
"Maries","Maries"
"Reynolds","Reynolds"
"Antelope","Antelope"
"Torrance","Torrance"
"Alexander","Alexander"
"Grand Forks","Grand Forks"
"Oliver","Oliver"
"Preble","Preble"
"Ross","Ross"
"Beckham","Beckham"
"Cotton","Cotton"
"Love","Love"
"Barnwell","Barnwell"
"Fentress","Fentress"
"Giles","Giles"
"Wise","Wise"
"King William","King William"
"Petersburg city","Petersburg city"
"Smyth","Smyth"
"Door","Door"
"Plumas","Plumas"
"Saguache","Saguache"
"Emanuel","Emanuel"
"Oglethorpe","Oglethorpe"
"Rabun","Rabun"
"Screven","Screven"
"Stewart","Stewart"
"Camas","Camas"
"Ogle","Ogle"
"Barton","Barton"
"Labette","Labette"
"Barren","Barren"
"Edmonson","Edmonson"
"Graves","Graves"
"Powell","Powell"
"Rockcastle","Rockcastle"
"Concordia","Concordia"
"St. Helena","St. Helena"
"Arenac","Arenac"
"Branch","Branch"
"Oscoda","Oscoda"
"Carlton","Carlton"
"Traverse","Traverse"
"Tishomingo","Tishomingo"
"Ste. Genevieve","Ste. Genevieve"
"Musselshell","Musselshell"
"Kimball","Kimball"
"Anson","Anson"
"McKenzie","McKenzie"
"Williams","Williams"
"Malheur","Malheur"
"Wallowa","Wallowa"
"Bamberg","Bamberg"
"Buckingham","Buckingham"
"Franklin city","Franklin city"
"King and Queen","King and Queen"
"Waynesboro city","Waynesboro city"
"Hardy","Hardy"
"Oconto","Oconto"
"Conecuh","Conecuh"
"Dale","Dale"
"Gulf","Gulf"
"Hardee","Hardee"
"Okeechobee","Okeechobee"
"Lanier","Lanier"
"Gooding","Gooding"
"Latah","Latah"
"Massac","Massac"
"Jay","Jay"
"Pratt","Pratt"
"Mackinac","Mackinac"
"Crow Wing","Crow Wing"
"Freeborn","Freeborn"
"Yellow Medicine","Yellow Medicine"
"Gasconade","Gasconade"
"Cuming","Cuming"
"Catron","Catron"
"Greer","Greer"
"Allendale","Allendale"
"Grainger","Grainger"
"Hickman","Hickman"
"Sequatchie","Sequatchie"
"Camp","Camp"
"Colorado","Colorado"
"Gonzales","Gonzales"
"Gray","Gray"
"Kerr","Kerr"
"Live Oak","Live Oak"
"San Augustine","San Augustine"
"Augusta","Augusta"
"Barbour","Barbour"
"Menominee","Menominee"
"Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area"
"Mississippi","Mississippi"
"Sharp","Sharp"
"Del Norte","Del Norte"
"Telfair","Telfair"
"Macoupin","Macoupin"
"Moultrie","Moultrie"
"Piatt","Piatt"
"Blackford","Blackford"
"Bremer","Bremer"
"O'Brien","O'Brien"
"Cloud","Cloud"
"Cowley","Cowley"
"Bath","Bath"
"Pendleton","Pendleton"
"Koochiching","Koochiching"
"Howell","Howell"
"New Madrid","New Madrid"
"Colfax","Colfax"
"Gage","Gage"
"Otoe","Otoe"
"Yates","Yates"
"Dare","Dare"
"Gates","Gates"
"Stokes","Stokes"
"Guernsey","Guernsey"
"Atoka","Atoka"
"Kingfisher","Kingfisher"
"Kiowa","Kiowa"
"Woodward","Woodward"
"Forest","Forest"
"Hampton","Hampton"
"McCormick","McCormick"
"Spink","Spink"
"Donley","Donley"
"Gillespie","Gillespie"
"Goliad","Goliad"
"Jim Wells","Jim Wells"
"Palo Pinto","Palo Pinto"
"Salem city","Salem city"
"Pend Oreille","Pend Oreille"
"Trempealeau","Trempealeau"
"Uinta","Uinta"
"Southeast Fairbanks Census Area","Southeast Fairbanks Census Area"
"Prairie","Prairie"
"Tehama","Tehama"
"Las Animas","Las Animas"
"Rio Blanco","Rio Blanco"
"Towns","Towns"
"De Witt","De Witt"
"Jersey","Jersey"
"Parke","Parke"
"Osborne","Osborne"
"Aroostook","Aroostook"
"Luce","Luce"
"Glacier","Glacier"
"Merrick","Merrick"
"Coos","Coos"
"Bladen","Bladen"
"Chowan","Chowan"
"Slope","Slope"
"Major","Major"
"McCurtain","McCurtain"
"Crook","Crook"
"Lampasas","Lampasas"
"Titus","Titus"
"Duchesne","Duchesne"
"Emery","Emery"
"Juab","Juab"
"Millard","Millard"
"Buena Vista city","Buena Vista city"
"Emporia city","Emporia city"
"Lexington city","Lexington city"
"Asotin","Asotin"
"Barron","Barron"
"Ouray","Ouray"
"Dixie","Dixie"
"Caribou","Caribou"
"Mills","Mills"
"Jewell","Jewell"
"McLeod","McLeod"
"Nodaway","Nodaway"
"Beaverhead","Beaverhead"
"Cherry","Cherry"
"Los Alamos","Los Alamos"
"Ashe","Ashe"
"Tillman","Tillman"
"Andrews","Andrews"
"Hemphill","Hemphill"
"Trinity","Trinity"
"Tyler","Tyler"
"Staunton city","Staunton city"
"Wahkiakum","Wahkiakum"
"Manitowoc","Manitowoc"
"Shawano","Shawano"
"Yell","Yell"
"Geary","Geary"
"Republic","Republic"
"Wabaunsee","Wabaunsee"
"Greenup","Greenup"
"Leslie","Leslie"
"Letcher","Letcher"
"Pipestone","Pipestone"
"Phelps","Phelps"
"Seward","Seward"
"Pender","Pender"
"Emmons","Emmons"
"Sherman","Sherman"
"Aransas","Aransas"
"Petersburg Borough","Petersburg Borough"
"Izard","Izard"
"Atkinson","Atkinson"
"Brantley","Brantley"
"Echols","Echols"
"Jeff Davis","Jeff Davis"
"Treutlen","Treutlen"
"West Carroll","West Carroll"
"Presque Isle","Presque Isle"
"Redwood","Redwood"
"Gentry","Gentry"
"Cheyenne","Cheyenne"
"Stanton","Stanton"
"Scioto","Scioto"
"Pecos","Pecos"
"Zapata","Zapata"
"Appomattox","Appomattox"
"Kewaunee","Kewaunee"
"Waushara","Waushara"
"Bethel Census Area","Bethel Census Area"
"Gilchrist","Gilchrist"
"Power","Power"
"Coles","Coles"
"Buena Vista","Buena Vista"
"Barber","Barber"
"Rooks","Rooks"
"Roseau","Roseau"
"Swift","Swift"
"Oregon","Oregon"
"Bowman","Bowman"
"Dewey","Dewey"
"Elk","Elk"
"Callahan","Callahan"
"Crosby","Crosby"
"Dallam","Dallam"
"Hansford","Hansford"
"Grand Isle","Grand Isle"
"Dinwiddie","Dinwiddie"
"Lunenburg","Lunenburg"
"Rappahannock","Rappahannock"
"Brooke","Brooke"
"Ballard","Ballard"
"Schoolcraft","Schoolcraft"
"Pine","Pine"
"Stutsman","Stutsman"
"Oglala Lakota","Oglala Lakota"
"Bee","Bee"
"Dickens","Dickens"
"Frio","Frio"
"Braxton","Braxton"
"Gilpin","Gilpin"
"Prowers","Prowers"
"Stillwater","Stillwater"
"Burt","Burt"
"White Pine","White Pine"
"Corson","Corson"
"Jerauld","Jerauld"
"Bandera","Bandera"
"Jack","Jack"
"McCulloch","McCulloch"
"Scurry","Scurry"
"Sawyer","Sawyer"
"Trimble","Trimble"
"Nobles","Nobles"
"Big Horn","Big Horn"
"Luna","Luna"
"Sargent","Sargent"
"Okfuskee","Okfuskee"
"Miner","Miner"
"Concho","Concho"
"Cooke","Cooke"
"Rains","Rains"
"Winkler","Winkler"
"Colonial Heights city","Colonial Heights city"
"Fairfax city","Fairfax city"
"Pacific","Pacific"
"Niobrara","Niobrara"
"Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area"
"McDonough","McDonough"
"Fleming","Fleming"
"Knott","Knott"
"Tensas","Tensas"
"Alpena","Alpena"
"Becker","Becker"
"Andrew","Andrew"
"Golden Valley","Golden Valley"
"Box Butte","Box Butte"
"Quay","Quay"
"Rolette","Rolette"
"Hocking","Hocking"
"Sanborn","Sanborn"
"Dimmit","Dimmit"
"Summers","Summers"
"Price","Price"
"Geneva","Geneva"
"Evans","Evans"
"Kearny","Kearny"
"Owsley","Owsley"
"Trigg","Trigg"
"Red Lake","Red Lake"
"Sully","Sully"
"Mingo","Mingo"
"Montmorency","Montmorency"
"Churchill","Churchill"
"Alfalfa","Alfalfa"
"Hyde","Hyde"
"Motley","Motley"
"Falls Church city","Falls Church city"
"Green Lake","Green Lake"
"Casey","Casey"
"Garrard","Garrard"
"Tyrrell","Tyrrell"
"Wilbarger","Wilbarger"
"Washburn","Washburn"
"Nome Census Area","Nome Census Area"
"Alcona","Alcona"
"Norman","Norman"
"Holt","Holt"
"Pondera","Pondera"
"Morrill","Morrill"
"Bosque","Bosque"
"Freestone","Freestone"
"Kodiak Island Borough","Kodiak Island Borough"
"Baraga","Baraga"
"Mille Lacs","Mille Lacs"
"Nance","Nance"
"Moody","Moody"
"La Salle","La Salle"
"Chase","Chase"
"Aitkin","Aitkin"
"Red Willow","Red Willow"
"Haskell","Haskell"
"Woods","Woods"
"Rhea","Rhea"
"Zavala","Zavala"
"Benzie","Benzie"
"Kittson","Kittson"
"Furnas","Furnas"
"Harper","Harper"
"Crockett","Crockett"
"Carson","Carson"
"Yoakum","Yoakum"
"Sanpete","Sanpete"
"Piscataquis","Piscataquis"
"Morrison","Morrison"
"Audrain","Audrain"
"Childress","Childress"
"Parmer","Parmer"
"Dixon","Dixon"
"Hartley","Hartley"
"Lander","Lander"
"Cimarron","Cimarron"
"Norton city","Norton city"
"Patrick","Patrick"
"Edwards","Edwards"
"Carlisle","Carlisle"
"Greeley","Greeley"
"Harding","Harding"
"Cochran","Cochran"
"Jim Hogg","Jim Hogg"
"Wheatland","Wheatland"
"Stanley","Stanley"
"Nolan","Nolan"
"Ochiltree","Ochiltree"
"Lemhi","Lemhi"
"Pembina","Pembina"
"Sitka City and Borough","Sitka City and Borough"
"Ransom","Ransom"
"Hand","Hand"
"Pocahontas","Pocahontas"
"Pushmataha","Pushmataha"
"Cottle","Cottle"
"Mariposa","Mariposa"
"Metcalfe","Metcalfe"
"Wadena","Wadena"
"Vinton","Vinton"
"Harney","Harney"
"Lipscomb","Lipscomb"
"Runnels","Runnels"
"Frontier","Frontier"
"Sierra","Sierra"
"Swain","Swain"
"Day","Day"
"Hitchcock","Hitchcock"
"Garza","Garza"
"Glasscock","Glasscock"
"Sac","Sac"
"Norton","Norton"
"Kanabec","Kanabec"
"Brewster","Brewster"
"Keith","Keith"
"Briscoe","Briscoe"
"Coleman","Coleman"
"Taliaferro","Taliaferro"
"Yancey","Yancey"
"Ritchie","Ritchie"
"Ellsworth","Ellsworth"
"Refugio","Refugio"
"Bailey","Bailey"
"Coke","Coke"
"Collingsworth","Collingsworth"
"Ziebach","Ziebach"
"Valdez-Cordova Census Area","Valdez-Cordova Census Area"
"Conejos","Conejos"
"Glascock","Glascock"
"Harlan","Harlan"
"Benson","Benson"
"Traill","Traill"
"Shackelford","Shackelford"
"Piute","Piute"
"Palo Alto","Palo Alto"
"Kimble","Kimble"
"Reeves","Reeves"
"Laclede","Laclede"
"Dawes","Dawes"
"Covington city","Covington city"
"Bent","Bent"
"Pickett","Pickett"
"Ida","Ida"
"Richardson","Richardson"
"Washita","Washita"
"Tripp","Tripp"
"Burnett","Burnett"
"Pepin","Pepin"
"Dent","Dent"
"Archer","Archer"
"Fisher","Fisher"
"Little River","Little River"
"Magoffin","Magoffin"
"Nuckolls","Nuckolls"
"Ness","Ness"
"Storey","Storey"
"Ringgold","Ringgold"
"Wolfe","Wolfe"
"Avery","Avery"
"Bottineau","Bottineau"
"Coal","Coal"
"San Saba","San Saba"
"Northwest Arctic Borough","Northwest Arctic Borough"
"Elliott","Elliott"
"Langlade","Langlade"
"Hodgeman","Hodgeman"
"Trego","Trego"
"Griggs","Griggs"
"Lassen","Lassen"
"Hubbard","Hubbard"
"Benewah","Benewah"
"Presidio","Presidio"
"Modoc","Modoc"
"Hudspeth","Hudspeth"
"Shannon","Shannon"
"Reagan","Reagan"
"Weston","Weston"
"North Slope Borough","North Slope Borough"
"Pershing","Pershing"
"Edgar","Edgar"
"Thayer","Thayer"
"Edmunds","Edmunds"
"Kingsbury","Kingsbury"
"Bristol Bay Borough","Bristol Bay Borough"
"Kinney","Kinney"
"Dillingham Census Area","Dillingham Census Area"
"Gregory","Gregory"
"Garden","Garden"
"Estill","Estill"
"Rosebud","Rosebud"
"Dickey","Dickey"
"Irion","Irion"
"Brule","Brule"
"Hanson","Hanson"
"Aleutians West Census Area","Aleutians West Census Area"
"Lake and Peninsula Borough","Lake and Peninsula Borough"
"Baylor","Baylor"
"Real","Real"
"Throckmorton","Throckmorton"
"LaMoure","LaMoure"
