"provided","standard"
"Fairfax city","Fairfax city"
"Falls Church city","Falls Church city"
"Fauquier","Fauquier"
"Fluvanna","Fluvanna"
"Franklin city","Franklin city"
"Fredericksburg city","Fredericksburg city"
"Galax city","Galax city"
"Greensville","Greensville"
"Hanover","Hanover"
"Harrisonburg city","Harrisonburg city"
"Hopewell city","Hopewell city"
"Isle of Wight","Isle of Wight"
"King George","King George"
"King William","King William"
"King and Queen","King and Queen"
"Lexington city","Lexington city"
"Louisa","Louisa"
"Lunenburg","Lunenburg"
"Lynchburg city","Lynchburg city"
"Manassas Park city","Manassas Park city"
"Manassas city","Manassas city"
"Mathews","Mathews"
"New Kent","New Kent"
"Nottoway","Nottoway"
"Page","Page"
"Petersburg city","Petersburg city"
"Pittsylvania","Pittsylvania"
"Poquoson city","Poquoson city"
"Powhatan","Powhatan"
"Prince George","Prince George"
"Radford city","Radford city"
"Rappahannock","Rappahannock"
"Roanoke","Roanoke"
"Roanoke city","Roanoke city"
"Rockbridge","Rockbridge"
"Salem city","Salem city"
"Smyth","Smyth"
"Southampton","Southampton"
"Spotsylvania","Spotsylvania"
"Staunton city","Staunton city"
"Suffolk city","Suffolk city"
"Tazewell","Tazewell"
"Waynesboro city","Waynesboro city"
"Winchester city","Winchester city"
"Wythe","Wythe"
"Charlottesville city","Charlottesville city"
"Goochland","Goochland"
"Hampton city","Hampton city"
"Newport News city","Newport News city"
"Norfolk city","Norfolk city"
"Prince Edward","Prince Edward"
"Prince William","Prince William"
"Shenandoah","Shenandoah"
"Stafford","Stafford"
"Williamsburg city","Williamsburg city"
"Chesapeake city","Chesapeake city"
"James City","James City"
"Portsmouth city","Portsmouth city"
"Loudoun","Loudoun"
"Virginia Beach city","Virginia Beach city"
"Alexandria city","Alexandria city"
"Richmond city","Richmond city"
"Arlington","Arlington"
"Fairfax","Fairfax"
"Henrico","Henrico"
"Asotin","Asotin"
"Clallam","Clallam"
"Cowlitz","Cowlitz"
"Ferry","Ferry"
"Grays Harbor","Grays Harbor"
"Kittitas","Kittitas"
"Okanogan","Okanogan"
"Pacific","Pacific"
"Pend Oreille","Pend Oreille"
"Skamania","Skamania"
"Wahkiakum","Wahkiakum"
"Walla Walla","Walla Walla"
"Whitman","Whitman"
"Kitsap","Kitsap"
"Stevens","Stevens"
"Klickitat","Klickitat"
"Chelan","Chelan"
"Skagit","Skagit"
"Island","Island"
"Spokane","Spokane"
"Whatcom","Whatcom"
"Yakima","Yakima"
"Snohomish","Snohomish"
"King","King"
"Barbour","Barbour"
"Braxton","Braxton"
"Brooke","Brooke"
"Cabell","Cabell"
"Greenbrier","Greenbrier"
"Hardy","Hardy"
"Kanawha","Kanawha"
"Nicholas","Nicholas"
"Pendleton","Pendleton"
"Pleasants","Pleasants"
"Preston","Preston"
"Raleigh","Raleigh"
"Summers","Summers"
"Tucker","Tucker"
"Wetzel","Wetzel"
"Wirt","Wirt"
"Mingo","Mingo"
"Ohio","Ohio"
"Monongalia","Monongalia"
"Barron","Barron"
"Bayfield","Bayfield"
"Calumet","Calumet"
"Eau Claire","Eau Claire"
"Green","Green"
"Green Lake","Green Lake"
"Iowa","Iowa"
"La Crosse","La Crosse"
"Manitowoc","Manitowoc"
"Oconto","Oconto"
"Price","Price"
"Sawyer","Sawyer"
"Shawano","Shawano"
"St. Croix","St. Croix"
"Trempealeau","Trempealeau"
"Vilas","Vilas"
"Washburn","Washburn"
"Waushara","Waushara"
"Door","Door"
"Juneau","Juneau"
"Kewaunee","Kewaunee"
"Marathon","Marathon"
"Marinette","Marinette"
"Waupaca","Waupaca"
"Winnebago","Winnebago"
"Outagamie","Outagamie"
"Sheboygan","Sheboygan"
"Fond du Lac","Fond du Lac"
"Sauk","Sauk"
"Kenosha","Kenosha"
"Racine","Racine"
"Ozaukee","Ozaukee"
"Waukesha","Waukesha"
"Dane","Dane"
"Milwaukee","Milwaukee"
"Converse","Converse"
"Fremont","Fremont"
"Goshen","Goshen"
"Hot Springs","Hot Springs"
"Natrona","Natrona"
"Niobrara","Niobrara"
"Sheridan","Sheridan"
"Sublette","Sublette"
"Sweetwater","Sweetwater"
"Teton","Teton"
"Uinta","Uinta"
"Washakie","Washakie"
"Laramie","Laramie"
"Bibb","Bibb"
"Bullock","Bullock"
"Chilton","Chilton"
"Cleburne","Cleburne"
"Conecuh","Conecuh"
"Crenshaw","Crenshaw"
"Cullman","Cullman"
"Dale","Dale"
"Escambia","Escambia"
"Geneva","Geneva"
"Tuscaloosa","Tuscaloosa"
"Wilcox","Wilcox"
"Colbert","Colbert"
"Coosa","Coosa"
"Elmore","Elmore"
"Marengo","Marengo"
"Talladega","Talladega"
"Autauga","Autauga"
"Baldwin","Baldwin"
"Etowah","Etowah"
"Tallapoosa","Tallapoosa"
"Mobile","Mobile"
"Bethel Census Area","Bethel Census Area"
"Juneau City and Borough","Juneau City and Borough"
"Kenai Peninsula Borough","Kenai Peninsula Borough"
"Ketchikan Gateway Borough","Ketchikan Gateway Borough"
"Kodiak Island Borough","Kodiak Island Borough"
"Nome Census Area","Nome Census Area"
"Petersburg Borough","Petersburg Borough"
"Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area"
"Southeast Fairbanks Census Area","Southeast Fairbanks Census Area"
"Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area"
"Matanuska-Susitna Borough","Matanuska-Susitna Borough"
"Fairbanks North Star Borough","Fairbanks North Star Borough"
"Anchorage","Anchorage"
"Cochise","Cochise"
"Gila","Gila"
"Greenlee","Greenlee"
"Santa Cruz","Santa Cruz"
"La Paz","La Paz"
"Yavapai","Yavapai"
"Yuma","Yuma"
"Mohave","Mohave"
"Apache","Apache"
"Pinal","Pinal"
"Navajo","Navajo"
"Coconino","Coconino"
"Pima","Pima"
"Maricopa","Maricopa"
"Arkansas","Arkansas"
"Ashley","Ashley"
"Baxter","Baxter"
"Chicot","Chicot"
"Cross","Cross"
"Desha","Desha"
"Garland","Garland"
"Hot Spring","Hot Spring"
"Independence","Independence"
"Izard","Izard"
"Lonoke","Lonoke"
"Nevada","Nevada"
"Poinsett","Poinsett"
"Pope","Pope"
"Prairie","Prairie"
"Searcy","Searcy"
"Sebastian","Sebastian"
"Sharp","Sharp"
"St. Francis","St. Francis"
"Woodruff","Woodruff"
"Yell","Yell"
"Conway","Conway"
"Craighead","Craighead"
"Drew","Drew"
"Hempstead","Hempstead"
"Phillips","Phillips"
"Faulkner","Faulkner"
"Crittenden","Crittenden"
"Alpine","Alpine"
"Amador","Amador"
"Butte","Butte"
"Calaveras","Calaveras"
"Colusa","Colusa"
"Del Norte","Del Norte"
"El Dorado","El Dorado"
"Glenn","Glenn"
"Inyo","Inyo"
"Mendocino","Mendocino"
"Plumas","Plumas"
"Siskiyou","Siskiyou"
"Tehama","Tehama"
"Tuolumne","Tuolumne"
"Kings","Kings"
"Mono","Mono"
"San Luis Obispo","San Luis Obispo"
"Yuba","Yuba"
"Imperial","Imperial"
"Madera","Madera"
"Napa","Napa"
"San Benito","San Benito"
"Solano","Solano"
"Sonoma","Sonoma"
"Sutter","Sutter"
"Kern","Kern"
"Merced","Merced"
"Monterey","Monterey"
"Shasta","Shasta"
"Santa Barbara","Santa Barbara"
"Stanislaus","Stanislaus"
"Fresno","Fresno"
"Placer","Placer"
"Yolo","Yolo"
"Marin","Marin"
"Ventura","Ventura"
"San Joaquin","San Joaquin"
"Tulare","Tulare"
"Contra Costa","Contra Costa"
"San Francisco","San Francisco"
"San Mateo","San Mateo"
"Sacramento","Sacramento"
"Alameda","Alameda"
"San Bernardino","San Bernardino"
"San Diego","San Diego"
"Riverside","Riverside"
"Santa Clara","Santa Clara"
"Los Angeles","Los Angeles"
"Archuleta","Archuleta"
"Baca","Baca"
"Clear Creek","Clear Creek"
"Costilla","Costilla"
"Gilpin","Gilpin"
"Hinsdale","Hinsdale"
"Huerfano","Huerfano"
"La Plata","La Plata"
"Las Animas","Las Animas"
"Mesa","Mesa"
"Moffat","Moffat"
"Prowers","Prowers"
"Rio Blanco","Rio Blanco"
"Rio Grande","Rio Grande"
"Saguache","Saguache"
"Crowley","Crowley"
"Elbert","Elbert"
"Kit Carson","Kit Carson"
"Ouray","Ouray"
"Alamosa","Alamosa"
"Broomfield","Broomfield"
"Montezuma","Montezuma"
"Pitkin","Pitkin"
"Routt","Routt"
"Teller","Teller"
"Gunnison","Gunnison"
"Chaffee","Chaffee"
"Eagle","Eagle"
"Pueblo","Pueblo"
"Montrose","Montrose"
"Larimer","Larimer"
"Boulder","Boulder"
"Weld","Weld"
"Arapahoe","Arapahoe"
"Denver","Denver"
"New London","New London"
"Tolland","Tolland"
"Litchfield","Litchfield"
"New Haven","New Haven"
"Hartford","Hartford"
"New Castle","New Castle"
"District of Columbia","District of Columbia"
"Alachua","Alachua"
"Dixie","Dixie"
"Gadsden","Gadsden"
"Gilchrist","Gilchrist"
"Gulf","Gulf"
"Hardee","Hardee"
"Hendry","Hendry"
"Levy","Levy"
"Okeechobee","Okeechobee"
"Walton","Walton"
"Glades","Glades"
"Okaloosa","Okaloosa"
"Wakulla","Wakulla"
"Flagler","Flagler"
"Indian River","Indian River"
"Hernando","Hernando"
"Pasco","Pasco"
"St. Johns","St. Johns"
"Highlands","Highlands"
"Santa Rosa","Santa Rosa"
"Suwannee","Suwannee"
"Brevard","Brevard"
"Citrus","Citrus"
"Collier","Collier"
"Volusia","Volusia"
"St. Lucie","St. Lucie"
"Pinellas","Pinellas"
"Sarasota","Sarasota"
"Manatee","Manatee"
"Palm Beach","Palm Beach"
"Broward","Broward"
"Miami-Dade","Miami-Dade"
"Appling","Appling"
"Atkinson","Atkinson"
"Banks","Banks"
"Ben Hill","Ben Hill"
"Bleckley","Bleckley"
"Butts","Butts"
"Candler","Candler"
"Catoosa","Catoosa"
"Charlton","Charlton"
"Chattahoochee","Chattahoochee"
"Clinch","Clinch"
"Echols","Echols"
"Emanuel","Emanuel"
"Evans","Evans"
"Gilmer","Gilmer"
"Glynn","Glynn"
"Hart","Hart"
"Irwin","Irwin"
"Jeff Davis","Jeff Davis"
"Long","Long"
"Lumpkin","Lumpkin"
"Meriwether","Meriwether"
"Rabun","Rabun"
"Tattnall","Tattnall"
"Telfair","Telfair"
"Towns","Towns"
"Treutlen","Treutlen"
"Twiggs","Twiggs"
"Bacon","Bacon"
"Bulloch","Bulloch"
"Chattooga","Chattooga"
"Cook","Cook"
"Dade","Dade"
"Effingham","Effingham"
"Haralson","Haralson"
"Heard","Heard"
"Jenkins","Jenkins"
"Lanier","Lanier"
"Schley","Schley"
"Screven","Screven"
"Brantley","Brantley"
"Crisp","Crisp"
"Habersham","Habersham"
"McDuffie","McDuffie"
"Oglethorpe","Oglethorpe"
"Peach","Peach"
"Toombs","Toombs"
"Barrow","Barrow"
"Coweta","Coweta"
"Tift","Tift"
"Whitfield","Whitfield"
"Dooly","Dooly"
"Muscogee","Muscogee"
"Troup","Troup"
"Colquitt","Colquitt"
"Gordon","Gordon"
"Ware","Ware"
"Rockdale","Rockdale"
"Spalding","Spalding"
"Early","Early"
"Upson","Upson"
"Terrell","Terrell"
"Clayton","Clayton"
"Bartow","Bartow"
"Gwinnett","Gwinnett"
"Cobb","Cobb"
"Dougherty","Dougherty"
"Hawaii","Hawaii"
"Kauai","Kauai"
"Maui","Maui"
"Honolulu","Honolulu"
"Bannock","Bannock"
"Bingham","Bingham"
"Bonner","Bonner"
"Bonneville","Bonneville"
"Camas","Camas"
"Caribou","Caribou"
"Gem","Gem"
"Gooding","Gooding"
"Idaho","Idaho"
"Kootenai","Kootenai"
"Latah","Latah"
"Minidoka","Minidoka"
"Owyhee","Owyhee"
"Power","Power"
"Cassia","Cassia"
"Payette","Payette"
"Jerome","Jerome"
"Canyon","Canyon"
"Twin Falls","Twin Falls"
"Ada","Ada"
"Nez Perce","Nez Perce"
"Bureau","Bureau"
"Coles","Coles"
"De Witt","De Witt"
"Iroquois","Iroquois"
"Jersey","Jersey"
"Jo Daviess","Jo Daviess"
"Macoupin","Macoupin"
"Massac","Massac"
"McDonough","McDonough"
"Menard","Menard"
"Moultrie","Moultrie"
"Piatt","Piatt"
"Stephenson","Stephenson"
"Wabash","Wabash"
"Bond","Bond"
"Ford","Ford"
"Ogle","Ogle"
"Peoria","Peoria"
"Whiteside","Whiteside"
"Rock Island","Rock Island"
"Sangamon","Sangamon"
"Kankakee","Kankakee"
"DuPage","DuPage"
"Will","Will"
"Dubois","Dubois"
"Jay","Jay"
"Parke","Parke"
"Posey","Posey"
"Switzerland","Switzerland"
"Vermillion","Vermillion"
"Blackford","Blackford"
"Huntington","Huntington"
"LaGrange","LaGrange"
"Owen","Owen"
"Rush","Rush"
"Starke","Starke"
"Vanderburgh","Vanderburgh"
"Fountain","Fountain"
"Kosciusko","Kosciusko"
"Tippecanoe","Tippecanoe"
"Elkhart","Elkhart"
"Jennings","Jennings"
"Porter","Porter"
"Dearborn","Dearborn"
"LaPorte","LaPorte"
"Vigo","Vigo"
"Warrick","Warrick"
"Bartholomew","Bartholomew"
"Hendricks","Hendricks"
"Audubon","Audubon"
"Bremer","Bremer"
"Buena Vista","Buena Vista"
"Cerro Gordo","Cerro Gordo"
"Des Moines","Des Moines"
"Guthrie","Guthrie"
"Keokuk","Keokuk"
"Kossuth","Kossuth"
"Mahaska","Mahaska"
"Mills","Mills"
"Monona","Monona"
"O'Brien","O'Brien"
"Story","Story"
"Wapello","Wapello"
"Winneshiek","Winneshiek"
"Woodbury","Woodbury"
"Black Hawk","Black Hawk"
"Dubuque","Dubuque"
"Pottawattamie","Pottawattamie"
"Poweshiek","Poweshiek"
"Appanoose","Appanoose"
"Allamakee","Allamakee"
"Muscatine","Muscatine"
"Tama","Tama"
"Barber","Barber"
"Barton","Barton"
"Chase","Chase"
"Cloud","Cloud"
"Doniphan","Doniphan"
"Geary","Geary"
"Gove","Gove"
"Harvey","Harvey"
"Jewell","Jewell"
"Kearny","Kearny"
"Labette","Labette"
"Neosho","Neosho"
"Osborne","Osborne"
"Pratt","Pratt"
"Reno","Reno"
"Republic","Republic"
"Riley","Riley"
"Rooks","Rooks"
"Wabaunsee","Wabaunsee"
"Woodson","Woodson"
"Bourbon","Bourbon"
"Cowley","Cowley"
"Finney","Finney"
"Leavenworth","Leavenworth"
"Sedgwick","Sedgwick"
"Shawnee","Shawnee"
"Coffey","Coffey"
"Wyandotte","Wyandotte"
"Ballard","Ballard"
"Barren","Barren"
"Bath","Bath"
"Boyle","Boyle"
"Bracken","Bracken"
"Breathitt","Breathitt"
"Breckinridge","Breckinridge"
"Casey","Casey"
"Edmonson","Edmonson"
"Fleming","Fleming"
"Garrard","Garrard"
"Greenup","Greenup"
"Jessamine","Jessamine"
"Knott","Knott"
"Larue","Larue"
"Leslie","Leslie"
"Letcher","Letcher"
"McCreary","McCreary"
"Menifee","Menifee"
"Owsley","Owsley"
"Calloway","Calloway"
"Boyd","Boyd"
"Bullitt","Bullitt"
"Graves","Graves"
"Laurel","Laurel"
"McCracken","McCracken"
"Muhlenberg","Muhlenberg"
"Kenton","Kenton"
"Benzie","Benzie"
"Covington city","Covington city"
"Norton city","Norton city"
"Patrick","Patrick"
"Pocahontas","Pocahontas"
"Ritchie","Ritchie"
"Sitka City and Borough","Sitka City and Borough"
"Valdez-Cordova Census Area","Valdez-Cordova Census Area"
"Mariposa","Mariposa"
"Bent","Bent"
"Conejos","Conejos"
"Glascock","Glascock"
"Taliaferro","Taliaferro"
"Lemhi","Lemhi"
"Palo Alto","Palo Alto"
"Sac","Sac"
"Edwards","Edwards"
"Ellsworth","Ellsworth"
"Norton","Norton"
"Harlan","Harlan"
"Metcalfe","Metcalfe"
"Carlisle","Carlisle"
"Piscataquis","Piscataquis"
"Kanabec","Kanabec"
"Kittson","Kittson"
"Morrison","Morrison"
"Wadena","Wadena"
"Ida","Ida"
"Richardson","Richardson"
"Washita","Washita"
"Tripp","Tripp"
"Pepin","Pepin"
"Burnett","Burnett"
"Dent","Dent"
"Archer","Archer"
"Fisher","Fisher"
"Little River","Little River"
"Magoffin","Magoffin"
"Nuckolls","Nuckolls"
"Ness","Ness"
"Storey","Storey"
"Ringgold","Ringgold"
"Wolfe","Wolfe"
"Avery","Avery"
"Bottineau","Bottineau"
"Coal","Coal"
"San Saba","San Saba"
"Northwest Arctic Borough","Northwest Arctic Borough"
"Elliott","Elliott"
"Langlade","Langlade"
"Hodgeman","Hodgeman"
"Trego","Trego"
"Griggs","Griggs"
"Lassen","Lassen"
"Hubbard","Hubbard"
"Benewah","Benewah"
"Presidio","Presidio"
"Modoc","Modoc"
"Hudspeth","Hudspeth"
"Shannon","Shannon"
"Reagan","Reagan"
"Weston","Weston"
"North Slope Borough","North Slope Borough"
"Pershing","Pershing"
"Edgar","Edgar"
"Thayer","Thayer"
"Edmunds","Edmunds"
"Kingsbury","Kingsbury"
"Bristol Bay Borough","Bristol Bay Borough"
"Kinney","Kinney"
"Dillingham Census Area","Dillingham Census Area"
"Gregory","Gregory"
"Garden","Garden"
"Estill","Estill"
"Rosebud","Rosebud"
"Dickey","Dickey"
"Irion","Irion"
"Brule","Brule"
"Hanson","Hanson"
"Aleutians West Census Area","Aleutians West Census Area"
"Lake and Peninsula Borough","Lake and Peninsula Borough"
"Baylor","Baylor"
"Real","Real"
"Throckmorton","Throckmorton"
"LaMoure","LaMoure"
