"provided","standard"
"Afghanistan",NA
"Albania",NA
"Algeria",NA
"Andorra",NA
"Angola",NA
"Anguilla",NA
"Antigua_and_Barbuda",NA
"Argentina",NA
"Armenia",NA
"Aruba",NA
"Australia",NA
"Austria",NA
"Azerbaijan",NA
"Bahamas",NA
"Bahrain",NA
"Bangladesh",NA
"Barbados",NA
"Belarus",NA
"Belgium",NA
"Belize",NA
"Benin",NA
"Bermuda",NA
"Bhutan",NA
"Bolivia",NA
"Bonaire, Saint Eustatius and Saba",NA
"Bosnia_and_Herzegovina",NA
"Botswana",NA
"Brazil",NA
"British_Virgin_Islands",NA
"Brunei_Darussalam",NA
"Bulgaria",NA
"Burkina_Faso",NA
"Burundi",NA
"Cambodia",NA
"Cameroon",NA
"Canada",NA
"Cape_Verde",NA
"Cases_on_an_international_conveyance_Japan",NA
"Cayman_Islands",NA
"Central_African_Republic",NA
"Chad",NA
"Chile",NA
"China",NA
"Colombia",NA
"Comoros",NA
"Congo",NA
"Costa_Rica",NA
"Cote_dIvoire",NA
"Croatia",NA
"Cuba",NA
"Cura̤ao",NA
"Cyprus",NA
"Czechia",NA
"Democratic_Republic_of_the_Congo",NA
"Denmark",NA
"Djibouti",NA
"Dominica",NA
"Dominican_Republic",NA
"Ecuador",NA
"Egypt",NA
"El_Salvador",NA
"Equatorial_Guinea",NA
"Eritrea",NA
"Estonia",NA
"Eswatini",NA
"Ethiopia",NA
"Falkland_Islands_(Malvinas)",NA
"Faroe_Islands",NA
"Fiji",NA
"Finland",NA
"France",NA
"French_Polynesia",NA
"Gabon",NA
"Gambia",NA
"Georgia",NA
"Germany",NA
"Ghana",NA
"Gibraltar",NA
"Greece",NA
"Greenland",NA
"Grenada",NA
"Guam",NA
"Guatemala",NA
"Guernsey",NA
"Guinea",NA
"Guinea_Bissau",NA
"Guyana",NA
"Haiti",NA
"Holy_See",NA
"Honduras",NA
"Hungary",NA
"Iceland",NA
"India",NA
"Indonesia",NA
"Iran",NA
"Iraq",NA
"Ireland",NA
"Isle_of_Man",NA
"Israel",NA
"Italy",NA
"Jamaica",NA
"Japan",NA
"Jersey",NA
"Jordan",NA
"Kazakhstan",NA
"Kenya",NA
"Kosovo",NA
"Kuwait",NA
"Kyrgyzstan",NA
"Laos",NA
"Latvia",NA
"Lebanon",NA
"Lesotho",NA
"Liberia",NA
"Libya",NA
"Liechtenstein",NA
"Lithuania",NA
"Luxembourg",NA
"Madagascar",NA
"Malawi",NA
"Malaysia",NA
"Maldives",NA
"Mali",NA
"Malta",NA
"Mauritania",NA
"Mauritius",NA
"Mexico",NA
"Moldova",NA
"Monaco",NA
"Mongolia",NA
"Montenegro",NA
"Montserrat",NA
"Morocco",NA
"Mozambique",NA
"Myanmar",NA
"Namibia",NA
"Nepal",NA
"Netherlands",NA
"New_Caledonia",NA
"New_Zealand",NA
"Nicaragua",NA
"Niger",NA
"Nigeria",NA
"North_Macedonia",NA
"Northern_Mariana_Islands",NA
"Norway",NA
"Oman",NA
"Pakistan",NA
"Palestine",NA
"Panama",NA
"Papua_New_Guinea",NA
"Paraguay",NA
"Peru",NA
"Philippines",NA
"Poland",NA
"Portugal",NA
"Puerto_Rico",NA
"Qatar",NA
"Romania",NA
"Russia",NA
"Rwanda",NA
"Saint_Kitts_and_Nevis",NA
"Saint_Lucia",NA
"Saint_Vincent_and_the_Grenadines",NA
"San_Marino",NA
"Sao_Tome_and_Principe",NA
"Saudi_Arabia",NA
"Senegal",NA
"Serbia",NA
"Seychelles",NA
"Sierra_Leone",NA
"Singapore",NA
"Sint_Maarten",NA
"Slovakia",NA
"Slovenia",NA
"Somalia",NA
"South_Africa",NA
"South_Korea",NA
"South_Sudan",NA
"Spain",NA
"Sri_Lanka",NA
"Sudan",NA
"Suriname",NA
"Sweden",NA
"Switzerland",NA
"Syria",NA
"Taiwan",NA
"Tajikistan",NA
"Thailand",NA
"Timor_Leste",NA
"Togo",NA
"Trinidad_and_Tobago",NA
"Tunisia",NA
"Turkey",NA
"Turks_and_Caicos_islands",NA
"Uganda",NA
"Ukraine",NA
"United_Arab_Emirates",NA
"United_Kingdom",NA
"United_Republic_of_Tanzania",NA
"United_States_of_America",NA
"United_States_Virgin_Islands",NA
"Uruguay",NA
"Uzbekistan",NA
"Venezuela",NA
"Vietnam",NA
"Western_Sahara",NA
"Yemen",NA
"Zambia",NA
"Zimbabwe",NA
