"provided","standard"
"Anvers",NA
"Bruxelles",NA
"Ixelles",NA
"Saint-Josse-ten-Noode",NA
"Overijse",NA
"Vilvorde",NA
"Kraainem",NA
"Huldenberg",NA
"Louvain",NA
"Deinze",NA
"Héron",NA
"Halen",NA
"Sint-Katelijne-Waver",NA
"Berchem-Sainte-Agathe",NA
"Uccle",NA
"Woluwe-Saint-Lambert",NA
"Woluwe-Saint-Pierre",NA
"Hal (Hal-Vilvorde)",NA
"Hoegaarden",NA
"Holsbeek",NA
"Tervuren",NA
"Wevelgem",NA
"Ostende",NA
"Sint-Lievens-Houtem",NA
"Sprimont",NA
"Geel",NA
"Anderlecht",NA
"Watermael-Boitsfort",NA
"Dilbeek",NA
"Lubbeek",NA
"Braine-l’Alleud",NA
"Perwez (Nivelles)",NA
"Rixensart",NA
"Ottignies-Louvain-la-Neuve",NA
"Knokke-Heist",NA
"Oostrozebeke",NA
"Ruiselede",NA
"Gand",NA
"Renaix",NA
"Ellezelles",NA
"Ans",NA
"Herstal",NA
"Blegny",NA
"Herve",NA
"Saint-Trond",NA
"Pelt",NA
"Alken",NA
"Namur",NA
"Schoten",NA
"Lierre",NA
"Retie",NA
"Evere",NA
"Jette",NA
"Gooik",NA
"Bierbeek",NA
"Tremelo",NA
"Alost (Alost)",NA
"Termonde",NA
"Lokeren",NA
"Charleroi",NA
"Montigny-le-Tilleul",NA
"Comines-Warneton",NA
"La Louvière",NA
"Estinnes",NA
"Liège",NA
"La Calamine",NA
"Malmedy",NA
"Beringen",NA
"Hasselt",NA
"Zonhoven",NA
"Heusden-Zolder",NA
"Lanaken",NA
"Profondeville",NA
NA,NA
"Brasschaat",NA
"Kalmthout",NA
"Bonheiden",NA
"Ravels",NA
"Beersel",NA
"Affligem",NA
"Aarschot",NA
"Keerbergen",NA
"Braine-le-Château",NA
"Bruges",NA
"Wervik",NA
"Harelbeke",NA
"Lede",NA
"Erpe-Mere",NA
"Lebbeke",NA
"Evergem",NA
"Lochristi",NA
"Oosterzele",NA
"Beveren (Saint-Nicolas)",NA
"Châtelet",NA
"Courcelles",NA
"Mons",NA
"Mouscron",NA
"Soumagne",NA
"Neupré",NA
"Limbourg",NA
"Houthalen-Helchteren",NA
"Heers",NA
"Havelange",NA
"Kapellen (Anvers)",NA
"Heist-op-den-Berg",NA
"Hulshout",NA
"Kasterlee",NA
"Lille",NA
"Ganshoren",NA
"Hoeilaart",NA
"Kampenhout",NA
"Linkebeek",NA
"Rhode-Saint-Genèse",NA
"Herent",NA
"Incourt",NA
"Waterloo",NA
"Wavre",NA
"Lasne",NA
"Deerlijk",NA
"Courtrai",NA
"Menin",NA
"Roulers",NA
"Zottegem",NA
"Waasmunster",NA
"Merelbeke",NA
"Stekene",NA
"Binche",NA
"Nandrin",NA
"Chaudfontaine",NA
"Seraing",NA
"Grâce-Hollogne",NA
"Butgenbach",NA
"Berloz",NA
"Bree",NA
"Riemst",NA
"Tongres",NA
"Manhay",NA
"Andenne",NA
"Sombreffe",NA
"Meerhout",NA
"Westerlo",NA
"Etterbeek",NA
"Saint-Gilles",NA
"Damme",NA
"Staden",NA
"Grammont",NA
"Oupeye",NA
"Saint-Nicolas (Liège)",NA
"Diepenbeek",NA
"Schilde",NA
"Zoersel",NA
"Grimbergen",NA
"Sint-Pieters-Leeuw",NA
"Dixmude",NA
"Heuvelland",NA
"Kuurne",NA
"Wielsbeke",NA
"Sint-Gillis-Waas",NA
"Dalhem",NA
"Raeren",NA
"Theux",NA
"Verviers",NA
"Welkenraedt",NA
"Kinrooi",NA
"Paliseul",NA
"Essen",NA
"Rumst",NA
"Koekelberg",NA
"Schaerbeek",NA
"Asse",NA
"Opwijk",NA
"Steenokkerzeel",NA
"Ternat",NA
"Diest",NA
"Landen",NA
"Tirlemont",NA
"Middelkerke",NA
"Ledegem",NA
"Haaltert",NA
"Laarne",NA
"Sint-Martens-Latem",NA
"Colfontaine",NA
"Hamoir",NA
"Villers-Le-Bouillet",NA
"Flémalle",NA
"Lierneux",NA
"Hannut",NA
"Bocholt",NA
"Oudsbergen",NA
"Couvin",NA
"Mortsel",NA
"Malle",NA
"Baerle-Duc",NA
"Herentals",NA
"Auderghem",NA
"Forest (Bruxelles-Capitale)",NA
"Molenbeek-Saint-Jean",NA
"Gammerages",NA
"Machelen (Hal-Vilvorde)",NA
"Meise",NA
"Zemst",NA
"Kortenaken",NA
"Glabbeek",NA
"Grez-Doiceau",NA
"Ypres",NA
"Zwevegem",NA
"Koksijde",NA
"Ninove",NA
"Wetteren",NA
"Eeklo",NA
"Aalter",NA
"Lievegem",NA
"Maarkedal",NA
"Saint-Ghislain",NA
"Awans",NA
"Waimes",NA
"Lummen",NA
"Looz",NA
"La Roche-en-Ardenne",NA
"Marche-en-Famenne",NA
"Edegem",NA
"Hemiksem",NA
"Malines",NA
"Grobbendonk",NA
"Vosselaar",NA
"Laakdal",NA
"Kapelle-op-den-Bos",NA
"Boortmeerbeek",NA
"Kortenberg",NA
"Torhout",NA
"Poperinge",NA
"De Haan",NA
"Izegem",NA
"Tielt (Tielt)",NA
"Denderleeuw",NA
"De Pinte",NA
"Destelbergen",NA
"Audenarde",NA
"Brakel",NA
"Saint-Nicolas (Saint-Nicolas)",NA
"Tamise",NA
"Beloeil",NA
"Quaregnon",NA
"Quévy",NA
"Soignies",NA
"Thuin",NA
"Aywaille",NA
"Esneux",NA
"Fléron",NA
"Bullange",NA
"Thimister-Clermont",NA
"Wasseiges",NA
"Genk",NA
"Gingelom",NA
"Bilzen",NA
"Arlon",NA
"Aubange",NA
"Sambreville",NA
"Jemeppe-sur-Sambre",NA
"La Bruyère",NA
"Boechout",NA
"Boom",NA
"Hove (Anvers)",NA
"Schelle",NA
"Wommelgem",NA
"Wuustwezel",NA
"Bornem",NA
"Duffel",NA
"Arendonk",NA
"Balen",NA
"Herselt",NA
"Londerzeel",NA
"Pepingen",NA
"Zaventem",NA
"Roosdaal",NA
"Montaigu-Zichem",NA
"Ittre",NA
"Nivelles",NA
"Tubize",NA
"Rebecq",NA
"Zedelgem",NA
"Lendelede",NA
"Bredene",NA
"Pittem",NA
"Ardooie",NA
"Buggenhout",NA
"Wichelen",NA
"Maldegem",NA
"Kruisem",NA
"Enghien",NA
"Boussu",NA
"Dour",NA
"Frameries",NA
"Quiévrain",NA
"Lobbes",NA
"Tournai",NA
"Huy",NA
"Juprelle",NA
"Trooz",NA
"Amblève",NA
"Plombières",NA
"Maaseik",NA
"Maasmechelen",NA
"Fauvillers",NA
"Eghezée",NA
"Brecht",NA
"Kontich",NA
"Lint",NA
"Ranst",NA
"Stabroek",NA
"Puurs-Sint-Amands",NA
"Olen",NA
"Vorselaar",NA
"Merchtem",NA
"Wezembeek-Oppem",NA
"Begijnendijk",NA
"Rotselaar",NA
"Genappe",NA
"La Hulpe",NA
"Beernem",NA
"Zonnebeke",NA
"Gistel",NA
"Ichtegem",NA
"Ingelmunster",NA
"Lichtervelde",NA
"Hamme (Termonde)",NA
"Gavere",NA
"Nazareth",NA
"Bernissart",NA
"Fleurus",NA
"Aiseau-Presles",NA
"Hensies",NA
"Jurbise",NA
"Péruwelz",NA
"Beyne-Heusay",NA
"Visé",NA
"Baelen",NA
"Saint-Vith",NA
"Spa",NA
"As",NA
"Bourg-Léopold",NA
"Lommel",NA
"Kortessem",NA
"Attert",NA
"Bertrix",NA
"Habay",NA
"Beauraing",NA
"Ciney",NA
"Yvoir",NA
"Borsbeek",NA
"Putte",NA
"Rijkevorsel",NA
"Wemmel",NA
"Bertem",NA
"Linter",NA
"Blankenberge",NA
"Oostkamp",NA
"Houthulst",NA
"Waregem",NA
"Dentergem",NA
"Herzele",NA
"Wachtebeke",NA
"Lessines",NA
"Fontaine-l’Evêque",NA
"Pont-à-Celles",NA
"Rumes",NA
"Eupen",NA
"Jalhay",NA
"Olne",NA
"Stavelot",NA
"Hechtel-Eksel",NA
"Fourons",NA
"Walcourt",NA
"Berlaar",NA
"Willebroek",NA
