"provided","standard"
"Provincie Antwerpen",NA
NA,NA
"Provincie Vlaams-Brabant",NA
"Provincie Oost-Vlaanderen",NA
"Provincie Luik",NA
"Provincie Limburg",NA
"Provincie West-Vlaanderen",NA
"Provincie Waals-Brabant",NA
"Provincie Henegouwen",NA
"Provincie Namen",NA
"Provincie Luxemburg",NA
