"provided","standard"
"Arrondissement Antwerpen",NA
"Arrondissement Brussel-Hoofdstad",NA
"Arrondissement Halle-Vilvoorde",NA
"Arrondissement Leuven",NA
"Arrondissement Gent",NA
"Arrondissement Hoei",NA
"Arrondissement Hasselt",NA
"Arrondissement Mechelen",NA
"Arrondissement Kortrijk",NA
"Arrondissement Oostende",NA
"Arrondissement Aalst",NA
"Arrondissement Luik",NA
"Arrondissement Turnhout",NA
"Arrondissement Nijvel",NA
"Arrondissement Brugge",NA
"Arrondissement Tielt",NA
"Arrondissement Oudenaarde",NA
"Arrondissement Aat",NA
"Arrondissement Verviers",NA
"Arrondissement Maaseik",NA
"Arrondissement Tongeren",NA
"Arrondissement Namen",NA
"Arrondissement Dendermonde",NA
"Arrondissement Sint-Niklaas",NA
"Arrondissement Charleroi",NA
"Arrondissement Doornik-Moeskroen",NA
"Arrondissement La Louvière",NA
NA,NA
"Arrondissement Ieper",NA
"Arrondissement Bergen",NA
"Arrondissement Dinant",NA
"Arrondissement Roeselare",NA
"Arrondissement Borgworm",NA
"Arrondissement Marche-en-Famenne",NA
"Arrondissement Diksmuide",NA
"Arrondissement Neufchâteau",NA
"Arrondissement Philippeville",NA
"Arrondissement Veurne",NA
"Arrondissement Eeklo",NA
"Arrondissement Zinnik",NA
"Arrondissement Thuin",NA
"Arrondissement Aarlen",NA
"Arrondissement Bastenaken",NA
"Arrondissement Virton",NA
