"provided","standard"
"ON","ON"
"YT","YT"
"NT","NT"
"NU","NU"
"AB","AB"
"NB","NB"
"QC","QC"
"NS","NS"
"MB","MB"
"NL","NL"
"PE","PE"
"BC","BC"
"SK","SK"
