"provided","standard"
"40-49","40-49"
"10-19","10-19"
"20-29","20-29"
"30-39","30-39"
"50-59","50-59"
"70-79","70-79"
"60-69","60-69"
"0-9","0-9"
"90+","90+"
"80-89","80-89"
NA,NA
